product_id,sku,product_name,category,subcategory,brand,unit_price,cost_price
83,6W9G9X6P,Nova Beauty Makeup 83,Beauty,Makeup,Nova,115.47,58.87
84,8T8Z0C6F,ZenX Home Storage 84,Home,Storage,ZenX,79.8,46.16
85,QW5A0SXQ,Echo Home Decor 85,Home,Decor,Echo,141.64,87.76
86,I40M1TIO,Acme Beauty Skincare 86,Beauty,Skincare,Acme,139.20999999999998,85.4
87,BUB6Y06V,Luna Toys Action Figures 87,Toys,Action Figures,Luna,50.61,25.9
88,YNGSBYWG,Aurora Beauty Makeup 88,Beauty,Makeup,Aurora,99.81,71.8
89,HXHFN63Q,Nova Beauty Fragrance 89,Beauty,Fragrance,Nova,63.15,42.97
90,Z3MAICHS,Aurora Sports Team Sports 90,Sports,Team Sports,Aurora,80.93,63.62
91,7DI63JZK,Pulse Home Bedding 91,Home,Bedding,Pulse,88.7,50.44
92,GPYSC4RB,Orion Fashion Mens 92,Fashion,Mens,Orion,98.35,74.0
93,BSQM3AA7,Pulse Toys Action Figures 93,Toys,Action Figures,Pulse,87.29,44.28
94,ULLODFT5,Aurora Books Academic 94,Books,Academic,Aurora,149.61,104.29
95,NVIW7Y82,Acme Electronics Audio 95,Electronics,Audio,Acme,104.3,80.6
96,R08H6BFM,Nimbus Home Bedding 96,Home,Bedding,Nimbus,79.99000000000001,44.52
97,T1KLQO5C,Pulse Electronics Audio 97,Electronics,Audio,Pulse,51.55,32.56
98,PO5KGSP8,Nimbus Toys Puzzles 98,Toys,Puzzles,Nimbus,119.05,80.08
99,X0FMVXQ6,Nimbus Fashion Accessories 99,Fashion,Accessories,Nimbus,79.77000000000001,46.47
100,XT4DVKWV,ZenX Books Academic 100,Books,Academic,ZenX,114.18,63.56
101,RACO7T3N,Nimbus Fashion Womens 101,Fashion,Womens,Nimbus,131.59,78.03
102,77OL2WTZ,Aurora Books Fiction 102,Books,Fiction,Aurora,78.42,44.67
103,HUALW8T1,ZenX Home Furniture 103,Home,Furniture,ZenX,105.83,77.22
104,XO5Q85TL,Orion Home Storage 104,Home,Storage,Orion,119.25,81.68
105,O5AGKMXO,ZenX Sports Team Sports 105,Sports,Team Sports,ZenX,106.14,59.13
106,ZSXR5VGH,Orion Electronics Mobile 106,Electronics,Mobile,Orion,158.32,110.75
107,A0WOM0SP,Vertex Fashion Shoes 107,Fashion,Shoes,Vertex,70.72,38.56
108,PYSAC7ZP,Echo Books Fiction 108,Books,Fiction,Echo,97.14,70.05
109,3J4LYIPU,Luna Home Decor 109,Home,Decor,Luna,71.4,50.37
110,6SF3OY11,ZenX Fashion Womens 110,Fashion,Womens,ZenX,102.18,75.33
111,BX9RTJRW,Nimbus Fashion Accessories 111,Fashion,Accessories,Nimbus,155.01,107.03
112,VVVV9DGK,Acme Fashion Mens 112,Fashion,Mens,Acme,77.57,46.28
113,TS1KR0QS,ZenX Books Academic 113,Books,Academic,ZenX,73.53,49.41
114,UCA7Y7XG,ZenX Sports Team Sports 114,Sports,Team Sports,ZenX,193.03,116.2
115,ZI8ZATKS,Nimbus Books Non-Fiction 115,Books,Non-Fiction,Nimbus,218.07,172.37
116,UZVCNZSM,Pulse Books Fiction 116,Books,Fiction,Pulse,154.25,115.44
117,AIIG5HF6,Nova Sports Fitness 117,Sports,Fitness,Nova,148.19,76.07
118,V4IKDYBA,Nova Home Decor 118,Home,Decor,Nova,132.42000000000002,74.04
119,MFYQ325K,Aurora Home Decor 119,Home,Decor,Aurora,194.05,129.0
120,P2TF4217,Vertex Toys Board Games 120,Toys,Board Games,Vertex,51.36,30.45
121,ODOR2ABB,Echo Fashion Accessories 121,Fashion,Accessories,Echo,49.25,29.31
122,V6RUIKM8,Acme Electronics Mobile 122,Electronics,Mobile,Acme,127.01,75.97
123,OMXJRNZ8,Nimbus Home Kitchen 123,Home,Kitchen,Nimbus,122.5,69.48
124,JUDTEYPQ,Vertex Electronics Camera 124,Electronics,Camera,Vertex,61.879999999999995,42.87
125,QQK3DQSO,Pulse Fashion Mens 125,Fashion,Mens,Pulse,125.77,77.53
126,TY0JCR18,Nova Books Academic 126,Books,Academic,Nova,89.63,61.54
127,NWN1B1NA,Nova Beauty Makeup 127,Beauty,Makeup,Nova,165.17000000000002,118.27
128,VWSJ03XN,Orion Home Kitchen 128,Home,Kitchen,Orion,156.42000000000002,110.17
129,JGA5T7EF,Echo Fashion Mens 129,Fashion,Mens,Echo,83.39,63.36
130,ZPMMXWXH,Nimbus Sports Cycling 130,Sports,Cycling,Nimbus,188.42,101.12
131,5W02K696,ZenX Home Storage 131,Home,Storage,ZenX,142.51,107.3
132,USFGXUSP,Nova Books Academic 132,Books,Academic,Nova,104.84,72.21
133,FP78G4HT,Aurora Fashion Accessories 133,Fashion,Accessories,Aurora,99.67,75.5
134,RV91VND2,Nova Home Bedding 134,Home,Bedding,Nova,43.86,34.04
135,4ASOF1Z6,Nimbus Sports Team Sports 135,Sports,Team Sports,Nimbus,108.61,82.32
136,V2TUF2Y2,Aurora Sports Cycling 136,Sports,Cycling,Aurora,104.0,56.2
137,3I3XLG4I,Nova Fashion Womens 137,Fashion,Womens,Nova,73.24,58.01
138,WQTE7LO4,Luna Toys Board Games 138,Toys,Board Games,Luna,160.96,121.06
139,V35MXE21,Aurora Books Comics 139,Books,Comics,Aurora,135.1,100.11
140,GTGYGMV7,Orion Toys STEM 140,Toys,STEM,Orion,123.5,68.08
141,8EN2LBGF,Echo Toys Puzzles 141,Toys,Puzzles,Echo,145.65,113.61
142,KKW5GF72,Aurora Home Bedding 142,Home,Bedding,Aurora,94.28999999999999,65.14
143,WCO649JC,ZenX Books Academic 143,Books,Academic,ZenX,125.68,71.05
144,M2Q2XQKK,Nimbus Home Decor 144,Home,Decor,Nimbus,119.43,82.9
145,CURCNKVT,Orion Sports Team Sports 145,Sports,Team Sports,Orion,124.96,69.66
146,WWDZLI2C,Vertex Home Storage 146,Home,Storage,Vertex,105.67,76.59
147,10C929J0,Acme Toys Board Games 147,Toys,Board Games,Acme,112.26,64.17
148,SU2VOL1H,Acme Toys Action Figures 148,Toys,Action Figures,Acme,49.57,30.08
149,8ZKG9JXK,Nova Electronics Audio 149,Electronics,Audio,Nova,125.56,100.1
150,UCV9U7DV,ZenX Books Academic 150,Books,Academic,ZenX,64.44,49.04
151,TTEK404U,Orion Sports Outdoor 151,Sports,Outdoor,Orion,103.74000000000001,73.04
152,D8M41QIM,Vertex Beauty Skincare 152,Beauty,Skincare,Vertex,96.03,56.61
153,B5P439EK,Luna Fashion Mens 153,Fashion,Mens,Luna,174.94,120.74
154,O6E0ARKR,ZenX Sports Outdoor 154,Sports,Outdoor,ZenX,112.11,56.35
155,EEQEFTY7,Echo Toys Action Figures 155,Toys,Action Figures,Echo,134.79000000000002,92.96
156,ME88ASV0,Nimbus Beauty Fragrance 156,Beauty,Fragrance,Nimbus,107.03999999999999,73.05
157,SYC2XH5D,Nova Toys STEM 157,Toys,STEM,Nova,67.95,47.49
158,M2GH8ARO,Acme Electronics Laptop 158,Electronics,Laptop,Acme,69.38,39.91
159,AAJIK8ED,ZenX Fashion Accessories 159,Fashion,Accessories,ZenX,123.36,70.52
160,30B7I40U,Echo Home Storage 160,Home,Storage,Echo,123.83,86.42
161,NRW3APCB,Pulse Sports Fitness 161,Sports,Fitness,Pulse,101.65,56.8
162,A6AEFTIS,Aurora Books Fiction 162,Books,Fiction,Aurora,99.32,54.66
163,0OJZNJFX,ZenX Home Decor 163,Home,Decor,ZenX,104.83,55.23
164,51YYHC6S,Pulse Fashion Shoes 164,Fashion,Shoes,Pulse,272.9,210.38
165,7FMLG01F,Vertex Toys Action Figures 165,Toys,Action Figures,Vertex,115.53,84.42
166,L232086W,Orion Fashion Mens 166,Fashion,Mens,Orion,141.89,87.74
167,7TMWUI04,Pulse Sports Fitness 167,Sports,Fitness,Pulse,90.66,51.97
168,EEPE7Z6V,Luna Electronics Accessories 168,Electronics,Accessories,Luna,132.32999999999998,70.36
169,6FHVK1NN,Nova Books Fiction 169,Books,Fiction,Nova,88.03999999999999,57.5
170,SON3AAEA,Aurora Home Bedding 170,Home,Bedding,Aurora,56.24,42.65
171,9XM9D0DI,Echo Home Storage 171,Home,Storage,Echo,128.89,94.98
172,TTEPZQ75,Nimbus Home Decor 172,Home,Decor,Nimbus,137.78,92.31
173,H056GIF1,Vertex Sports Outdoor 173,Sports,Outdoor,Vertex,148.82,116.28
174,BWF3PWKP,Orion Fashion Womens 174,Fashion,Womens,Orion,79.63,52.01
175,7DD0VTK6,Nimbus Fashion Womens 175,Fashion,Womens,Nimbus,76.83,58.37
176,Z1GESXTI,Pulse Books Fiction 176,Books,Fiction,Pulse,74.71000000000001,45.51
177,WXT8G2B2,Pulse Books Academic 177,Books,Academic,Pulse,117.18,86.9
178,A1FFPXF8,Echo Fashion Shoes 178,Fashion,Shoes,Echo,103.29,53.84
179,A4U436FF,Aurora Fashion Womens 179,Fashion,Womens,Aurora,94.64,63.23
180,L5KRDQCG,Luna Books Comics 180,Books,Comics,Luna,114.23,64.42
181,L9I9IU4W,Luna Home Furniture 181,Home,Furniture,Luna,257.57,145.51
182,S1IB85MC,Nova Electronics Camera 182,Electronics,Camera,Nova,60.79,35.45
183,FJVL67QF,Aurora Books Comics 183,Books,Comics,Aurora,190.44,123.54
184,SK0L9ILD,Acme Home Kitchen 184,Home,Kitchen,Acme,143.98,95.57
185,DV4JIPA5,ZenX Toys Board Games 185,Toys,Board Games,ZenX,149.01,100.54
186,YC2R5QXP,Nimbus Home Decor 186,Home,Decor,Nimbus,142.25,94.49
187,DO492SJF,Echo Electronics Audio 187,Electronics,Audio,Echo,67.11,34.04
188,2RR0DUXU,Vertex Sports Cycling 188,Sports,Cycling,Vertex,141.44,94.28
189,E1PCJQ4S,Orion Books Fiction 189,Books,Fiction,Orion,63.13,32.26
190,P2WIP9PN,Pulse Electronics Laptop 190,Electronics,Laptop,Pulse,197.47,105.43
191,1X49Y72Y,Nimbus Beauty Makeup 191,Beauty,Makeup,Nimbus,98.45,58.41
192,JEEGV348,Echo Toys Action Figures 192,Toys,Action Figures,Echo,171.52,90.48
193,BKBPL6AM,Nova Books Fiction 193,Books,Fiction,Nova,135.26999999999998,69.2
194,WW2F1XSG,Acme Home Bedding 194,Home,Bedding,Acme,142.93,97.59
195,9RLL47ML,Aurora Sports Outdoor 195,Sports,Outdoor,Aurora,106.27,57.84
196,EUFS53HG,Acme Home Kitchen 196,Home,Kitchen,Acme,141.05,77.1
197,VRK8UF8Q,Nimbus Beauty Haircare 197,Beauty,Haircare,Nimbus,88.5,51.09
198,LF4DLPZB,Aurora Fashion Accessories 198,Fashion,Accessories,Aurora,157.66,97.65
199,FH8BUYMX,Aurora Books Academic 199,Books,Academic,Aurora,103.95,69.85
200,OSKM9FB9,ZenX Home Furniture 200,Home,Furniture,ZenX,137.65,86.68
201,VLMVSW80,Pulse Sports Fitness 201,Sports,Fitness,Pulse,99.44,52.81
202,TM45B4CP,Aurora Beauty Fragrance 202,Beauty,Fragrance,Aurora,143.20999999999998,92.15
203,54YXGGV8,ZenX Electronics Camera 203,Electronics,Camera,ZenX,56.91,34.88
204,XMAZEBW2,Echo Home Kitchen 204,Home,Kitchen,Echo,41.72,23.2
205,HCZURJO5,Aurora Books Non-Fiction 205,Books,Non-Fiction,Aurora,92.53,60.56
206,1CZ6VW58,ZenX Beauty Skincare 206,Beauty,Skincare,ZenX,96.6,71.36
207,NZ0NM7PZ,Vertex Home Storage 207,Home,Storage,Vertex,97.14,54.59
208,SSB1VR3M,Nova Toys Board Games 208,Toys,Board Games,Nova,95.7,48.32
209,F1JL6VZ0,Aurora Beauty Fragrance 209,Beauty,Fragrance,Aurora,115.79,77.19
210,0PWBZW4F,Pulse Fashion Womens 210,Fashion,Womens,Pulse,152.25,107.04
211,Q81YHTWY,Aurora Fashion Womens 211,Fashion,Womens,Aurora,101.11,57.19
212,O8RT1TM5,Nova Toys Board Games 212,Toys,Board Games,Nova,92.18,48.13
213,JFRTKYYS,Aurora Sports Cycling 213,Sports,Cycling,Aurora,73.77000000000001,51.63
214,NLAYJRB2,Vertex Sports Team Sports 214,Sports,Team Sports,Vertex,150.31,94.75
215,Q00BNCYJ,Vertex Home Decor 215,Home,Decor,Vertex,113.63,69.33
216,S4YGHZBA,Pulse Toys Board Games 216,Toys,Board Games,Pulse,95.94,64.74
217,2BNP3258,Acme Fashion Accessories 217,Fashion,Accessories,Acme,125.08,68.62
218,Y8USHYNN,Aurora Books Fiction 218,Books,Fiction,Aurora,57.85,42.6
219,KCMH9SPN,Aurora Books Comics 219,Books,Comics,Aurora,163.26999999999998,120.78
220,WGNI37NX,Nimbus Sports Outdoor 220,Sports,Outdoor,Nimbus,62.44,44.91
221,DTCO0K6V,ZenX Toys STEM 221,Toys,STEM,ZenX,141.71,72.28
222,OGFTR7ZT,Nimbus Home Storage 222,Home,Storage,Nimbus,134.86,102.19
223,393YJQ9T,Pulse Electronics Laptop 223,Electronics,Laptop,Pulse,93.59,49.6
224,LPYBJ4SB,Aurora Beauty Skincare 224,Beauty,Skincare,Aurora,68.52000000000001,36.16
225,Y8J30CA2,Echo Beauty Makeup 225,Beauty,Makeup,Echo,84.09,55.87
226,27UMEWNG,Pulse Home Storage 226,Home,Storage,Pulse,131.67000000000002,86.85
227,EK9557YT,Nimbus Home Bedding 227,Home,Bedding,Nimbus,97.66,55.99
228,ZE6SXVQG,Nimbus Beauty Haircare 228,Beauty,Haircare,Nimbus,169.82,112.87
229,BFWOIA4U,Nimbus Toys Board Games 229,Toys,Board Games,Nimbus,67.94,39.85
230,TTZ537GV,Echo Fashion Accessories 230,Fashion,Accessories,Echo,156.41,119.09
231,UQ8WG6MF,Pulse Sports Outdoor 231,Sports,Outdoor,Pulse,69.74000000000001,47.97
232,JCAJ4WKT,Pulse Fashion Mens 232,Fashion,Mens,Pulse,89.52000000000001,48.1
233,VQRAQFSV,ZenX Home Bedding 233,Home,Bedding,ZenX,76.7,44.16
234,5TVAEVDJ,Aurora Toys Board Games 234,Toys,Board Games,Aurora,289.28,155.49
235,R0TTCKYJ,Aurora Electronics Accessories 235,Electronics,Accessories,Aurora,147.21,85.55
236,4035QWRQ,Orion Toys Action Figures 236,Toys,Action Figures,Orion,108.52,54.61
237,LJWQPPVL,Echo Beauty Haircare 237,Beauty,Haircare,Echo,125.61,72.3
238,VAQW4982,Pulse Toys Action Figures 238,Toys,Action Figures,Pulse,75.44,46.48
239,YJYKCSSJ,Luna Fashion Shoes 239,Fashion,Shoes,Luna,113.74,62.79
240,GD9XO9AG,Echo Electronics Mobile 240,Electronics,Mobile,Echo,66.08,35.62
241,JVB0EDZJ,Nimbus Books Comics 241,Books,Comics,Nimbus,120.01,86.24
242,URCZ94LG,Nova Toys STEM 242,Toys,STEM,Nova,101.6,77.12
243,YLH4XP4F,Luna Fashion Shoes 243,Fashion,Shoes,Luna,140.79000000000002,80.95
244,FW16SSQL,Pulse Electronics Audio 244,Electronics,Audio,Pulse,100.9,53.65
245,FRNBU5EU,Vertex Fashion Womens 245,Fashion,Womens,Vertex,102.92,79.47
246,AYVBT1EK,Echo Fashion Womens 246,Fashion,Womens,Echo,147.89,106.01
247,YCE870E6,Pulse Books Non-Fiction 247,Books,Non-Fiction,Pulse,118.23,84.22
248,7HEP6PQW,Nimbus Books Academic 248,Books,Academic,Nimbus,120.75999999999999,82.8
249,LSGB0PNS,Pulse Toys Board Games 249,Toys,Board Games,Pulse,163.32,94.3
250,8ARXC5TS,Pulse Fashion Mens 250,Fashion,Mens,Pulse,106.58,83.11
251,198N4L97,Echo Toys Action Figures 251,Toys,Action Figures,Echo,70.28,47.1
252,TZYM0M3L,ZenX Books Academic 252,Books,Academic,ZenX,172.37,106.18
253,76T6Y677,Orion Home Kitchen 253,Home,Kitchen,Orion,201.7,131.42
254,H31W7Z1S,Nova Toys Puzzles 254,Toys,Puzzles,Nova,86.95,67.7
255,GRWO8ZMJ,Aurora Home Kitchen 255,Home,Kitchen,Aurora,133.66,73.43
256,9X0QY9MW,Luna Beauty Haircare 256,Beauty,Haircare,Luna,90.63,57.28
257,W0MRKBIU,Pulse Fashion Accessories 257,Fashion,Accessories,Pulse,85.05,62.61
258,6YY6BKYV,Vertex Fashion Womens 258,Fashion,Womens,Vertex,134.72,93.61
259,TC3L9OLV,Aurora Home Furniture 259,Home,Furniture,Aurora,173.02,115.5
260,3RY4HNDO,Luna Beauty Skincare 260,Beauty,Skincare,Luna,72.8,39.41
261,J4M6GWI4,ZenX Books Fiction 261,Books,Fiction,ZenX,93.1,53.59
262,ZC90PTYV,Echo Books Academic 262,Books,Academic,Echo,53.23,36.78
263,4XHFOK6W,Nimbus Electronics Accessories 263,Electronics,Accessories,Nimbus,110.74000000000001,74.72
264,ISEZR2RM,Acme Fashion Mens 264,Fashion,Mens,Acme,145.76,96.34
265,OWFEYREU,Acme Electronics Laptop 265,Electronics,Laptop,Acme,166.6,126.07
266,K2MM06DP,Aurora Electronics Accessories 266,Electronics,Accessories,Aurora,99.19,77.36
267,HMAEDJ1G,Acme Toys Puzzles 267,Toys,Puzzles,Acme,106.33,55.62
268,JZESJ2LA,Orion Home Bedding 268,Home,Bedding,Orion,222.92,169.41
269,7Y1HT0AZ,Acme Electronics Audio 269,Electronics,Audio,Acme,113.88,75.61
270,IGXT5739,Vertex Sports Cycling 270,Sports,Cycling,Vertex,51.41,37.98
271,44DUJC7N,Aurora Books Fiction 271,Books,Fiction,Aurora,171.37,89.03
272,NG9K2N6N,Vertex Home Decor 272,Home,Decor,Vertex,136.4,92.73
273,XFGKPELC,Vertex Beauty Fragrance 273,Beauty,Fragrance,Vertex,83.14,58.73
274,GI6CZO0D,Luna Fashion Shoes 274,Fashion,Shoes,Luna,90.21000000000001,67.65
275,ROSSCZRY,Nimbus Toys Puzzles 275,Toys,Puzzles,Nimbus,108.47,76.45
276,KKLMXQYQ,Pulse Toys STEM 276,Toys,STEM,Pulse,174.65,89.19
277,X29SLGOT,Nimbus Beauty Fragrance 277,Beauty,Fragrance,Nimbus,86.99000000000001,50.33
278,QRGUUQ25,Nova Beauty Skincare 278,Beauty,Skincare,Nova,58.98,43.02
279,BHYA2KZ3,Orion Electronics Audio 279,Electronics,Audio,Orion,139.85,105.11
280,5DKE5XO0,Luna Books Non-Fiction 280,Books,Non-Fiction,Luna,149.44,95.46
281,6LU2PC70,Pulse Beauty Skincare 281,Beauty,Skincare,Pulse,98.86,60.97
282,573JCN96,Orion Beauty Skincare 282,Beauty,Skincare,Orion,88.9,63.25
283,IDSBVJ35,Aurora Beauty Makeup 283,Beauty,Makeup,Aurora,133.57999999999998,93.31
284,4U2SISYB,Pulse Electronics Laptop 284,Electronics,Laptop,Pulse,127.53,72.11
285,ME6D8X3K,Acme Fashion Accessories 285,Fashion,Accessories,Acme,128.9,80.15
286,YEJVBHAL,Nimbus Books Fiction 286,Books,Fiction,Nimbus,96.96000000000001,70.94
287,MNU584DP,Echo Home Storage 287,Home,Storage,Echo,216.33,140.67
288,ACZHE86E,Orion Fashion Shoes 288,Fashion,Shoes,Orion,95.85,55.85
289,SG5PMS53,Vertex Electronics Audio 289,Electronics,Audio,Vertex,162.5,89.4
290,QK7ETKON,Nimbus Toys Puzzles 290,Toys,Puzzles,Nimbus,171.29,129.6
291,LMXIL2C5,Acme Fashion Shoes 291,Fashion,Shoes,Acme,136.23000000000002,98.53
292,WYA2DVT7,Vertex Fashion Shoes 292,Fashion,Shoes,Vertex,108.54,56.52
293,2JXHIXA0,Nimbus Fashion Womens 293,Fashion,Womens,Nimbus,106.15,60.09
294,I2CYQJ4D,Echo Electronics Camera 294,Electronics,Camera,Echo,62.22,45.46
295,KMGVLO2O,Orion Books Non-Fiction 295,Books,Non-Fiction,Orion,76.32,44.67
296,FCX34XVA,Echo Books Fiction 296,Books,Fiction,Echo,68.78999999999999,50.86
297,YKBSV8T0,Nimbus Home Furniture 297,Home,Furniture,Nimbus,74.88,44.74
298,AA7Z4R36,Nimbus Books Academic 298,Books,Academic,Nimbus,94.92,63.44
