spend_id,date_key,campaign_id,channel_id,impressions,clicks,spend
111,20250421,2,1,1302,20,9.51
112,20250422,2,1,2674,68,76.45
113,20250423,2,1,1621,25,7.69
114,20250424,2,1,2265,60,51.98
115,20250425,2,1,2029,84,29.46
116,20250426,2,1,1201,16,10.07
117,20250427,2,1,1985,70,77.27
118,20250428,2,1,2174,56,55.61
119,20250429,2,1,2171,50,58.79
120,20250430,2,1,1802,87,37.51
121,20250501,2,1,2874,139,81.26
122,20250502,2,1,2483,112,105.15
123,20250503,2,1,1860,27,17.03
124,20250504,2,1,1491,60,35.45
125,20250505,2,1,810,20,10.4
126,20250506,2,1,1892,48,18.44
127,20250507,2,1,1887,29,24.31
128,20250508,2,1,1082,13,14.89
129,20250509,2,1,2550,113,100.22
130,20250510,2,1,1222,53,17.45
131,20250511,2,1,2292,55,22.13
132,20250512,2,1,2810,103,84.76
133,20250513,2,1,2720,94,38.48
134,20250514,2,1,1351,20,7.68
135,20250515,2,1,2684,71,64.87
136,20250516,2,1,1349,54,39.56
137,20250517,2,1,814,9,3.09
138,20250518,2,1,1216,29,16.88
139,20250519,2,1,2387,31,13.92
140,20250520,2,1,1228,57,39.87
141,20250521,2,1,1126,55,32.89
142,20250522,2,1,2988,121,114.05
143,20250523,2,1,1023,25,25.47
144,20250524,2,1,2088,73,30.87
145,20250525,2,1,1064,38,37.67
146,20250526,2,1,2096,71,70.7
147,20250527,2,1,2722,105,72.06
148,20250528,2,1,1893,43,44.73
149,20250529,2,1,1922,31,18.92
150,20250530,2,1,2191,24,24.75
151,20250531,2,1,2247,44,24.0
152,20250601,2,1,1587,23,28.3
153,20250602,2,1,2938,32,33.59
154,20250603,2,1,1032,11,11.62
155,20250604,2,1,2555,63,34.57
156,20250605,2,1,1143,31,25.44
157,20250606,2,1,2665,72,41.39
158,20250607,2,1,1350,14,8.03
159,20250608,2,1,1593,79,60.05
160,20250609,2,1,2336,108,103.67
161,20250610,2,1,1990,24,22.43
162,20250611,2,1,1704,57,56.12
163,20250612,2,1,2352,72,27.18
164,20250613,2,1,1172,52,46.01
165,20250614,2,1,1423,73,32.83
166,20250615,2,1,994,23,17.81
167,20250616,2,1,2755,47,28.64
168,20250617,2,1,1270,42,15.74
169,20250618,2,1,1182,56,38.78
170,20250619,2,1,2646,109,103.65
171,20250620,2,1,1077,14,7.09
172,20250621,2,1,2276,33,23.24
173,20250622,2,1,1461,65,22.69
174,20250623,2,1,1935,45,15.46
175,20250624,2,1,1797,77,64.71
176,20250625,2,1,2007,20,16.61
177,20250626,2,1,2489,79,79.73
178,20250627,2,1,2035,49,37.36
179,20250628,2,1,1718,26,31.58
180,20250629,2,1,1072,11,8.4
181,20250630,2,1,1942,55,32.62
182,20250101,3,2,2203,36,13.83
183,20250102,3,2,2499,50,38.9
184,20250103,3,2,1548,43,49.91
185,20250104,3,2,1422,50,59.13
186,20250105,3,2,1097,28,18.96
187,20250106,3,2,1041,29,16.4
188,20250107,3,2,2031,45,23.34
189,20250108,3,2,2146,29,32.37
190,20250109,3,2,2844,69,82.1
191,20250110,3,2,1668,76,47.03
192,20250111,3,2,949,13,5.52
193,20250112,3,2,1746,74,34.95
194,20250113,3,2,2637,59,23.77
195,20250114,3,2,1555,19,9.03
196,20250115,3,2,1741,73,27.13
197,20250116,3,2,1867,71,48.65
198,20250117,3,2,2790,85,30.67
199,20250118,3,2,2261,42,26.15
200,20250119,3,2,1332,55,52.25
201,20250120,3,2,901,11,12.97
202,20250121,3,2,2416,43,44.96
203,20250122,3,2,951,44,50.61
204,20250123,3,2,2335,115,45.95
205,20250124,3,2,2607,40,18.12
206,20250125,3,2,2066,37,23.12
207,20250126,3,2,988,40,44.44
208,20250127,3,2,951,16,6.9
209,20250128,3,2,827,25,9.05
210,20250129,3,2,823,34,12.46
211,20250130,3,2,2829,109,107.21
212,20250131,3,2,1227,46,28.51
213,20250201,3,2,2361,81,50.27
214,20250202,3,2,2327,39,37.43
215,20250203,3,2,2671,123,56.39
216,20250204,3,2,1236,13,5.28
217,20250205,3,2,960,19,12.75
218,20250206,3,2,2455,100,101.96
219,20250207,3,2,2401,106,110.24
220,20250208,3,2,1334,56,48.37
221,20250209,3,2,1482,75,29.19
222,20250210,3,2,2954,35,24.96
223,20250211,3,2,1893,34,15.85
224,20250212,3,2,1089,14,15.96
225,20250213,3,2,966,38,33.7
226,20250214,3,2,1587,74,83.75
227,20250215,3,2,1689,23,26.44
228,20250216,3,2,2108,31,21.5
229,20250217,3,2,1984,54,37.86
230,20250218,3,2,950,43,39.36
231,20250219,3,2,2612,84,59.72
232,20250220,3,2,2021,65,50.92
233,20250221,3,2,1670,56,50.38
234,20250222,3,2,2152,90,89.18
235,20250223,3,2,1644,51,28.19
236,20250224,3,2,1779,62,40.68
237,20250225,3,2,1372,52,17.49
238,20250226,3,2,1454,47,44.1
239,20250227,3,2,1871,44,45.59
240,20250228,3,2,2526,92,94.0
241,20250301,3,2,1580,26,21.84
242,20250302,3,2,2220,107,102.93
243,20250303,3,2,800,36,18.4
244,20250304,3,2,2049,99,113.1
245,20250305,3,2,1952,30,13.87
246,20250306,3,2,962,31,19.09
247,20250307,3,2,2015,87,91.09
248,20250308,3,2,1130,32,25.93
249,20250309,3,2,2118,24,27.31
250,20250310,3,2,1070,50,18.79
251,20250311,3,2,2752,115,56.79
252,20250312,3,2,1717,43,24.64
253,20250313,3,2,1553,52,57.71
254,20250314,3,2,1913,95,110.64
255,20250315,3,2,738,10,6.26
256,20250316,3,2,2168,23,28.26
257,20250317,3,2,2421,120,104.21
258,20250318,3,2,1409,21,19.96
259,20250319,3,2,2612,67,43.55
260,20250320,3,2,1356,22,13.56
261,20250321,3,2,2001,76,79.35
262,20250322,3,2,1112,49,34.38
263,20250323,3,2,1296,56,22.52
264,20250324,3,2,2342,37,14.6
265,20250325,3,2,2076,84,40.72
266,20250326,3,2,1192,37,25.19
267,20250327,3,2,1379,58,21.75
268,20250328,3,2,2642,73,42.83
269,20250329,3,2,935,39,27.03
270,20250330,3,2,1333,37,12.56
271,20250331,3,2,2532,124,50.71
272,20250401,4,2,1516,51,45.01
273,20250402,4,2,1678,72,31.72
274,20250403,4,2,2167,51,24.54
275,20250404,4,2,2690,68,38.56
276,20250405,4,2,1544,75,58.89
277,20250406,4,2,1812,43,13.63
278,20250407,4,2,1575,72,35.32
279,20250408,4,2,1997,48,34.86
280,20250409,4,2,2243,105,57.66
281,20250410,4,2,2410,27,16.85
282,20250411,4,2,1254,36,29.29
283,20250412,4,2,1936,46,22.7
284,20250413,4,2,1629,83,52.62
285,20250414,4,2,2766,31,14.08
286,20250415,4,2,1103,19,20.69
287,20250416,4,2,1682,55,54.68
288,20250417,4,2,2653,67,78.04
289,20250418,4,2,2635,54,26.73
290,20250419,4,2,931,34,21.05
291,20250420,4,2,1240,50,36.52
292,20250421,4,2,2563,72,30.93
293,20250422,4,2,2864,46,25.19
294,20250423,4,2,1299,25,8.03
295,20250424,4,2,2019,77,38.04
296,20250425,4,2,2446,95,46.27
297,20250426,4,2,1016,33,15.94
298,20250427,4,2,1292,25,15.94
299,20250428,4,2,1873,64,69.45
300,20250429,4,2,1608,45,31.25
301,20250430,4,2,1676,49,18.8
302,20250501,4,2,870,19,15.89
303,20250502,4,2,1191,17,14.32
304,20250503,4,2,1035,39,45.98
305,20250504,4,2,1521,52,61.89
306,20250505,4,2,1692,33,25.24
307,20250506,4,2,1292,51,29.43
308,20250507,4,2,2716,59,58.19
309,20250508,4,2,1565,58,39.99
310,20250509,4,2,2126,44,30.37
311,20250510,4,2,2294,39,32.95
312,20250511,4,2,2264,38,28.8
313,20250512,4,2,1130,22,6.8
314,20250513,4,2,2270,103,40.89
315,20250514,4,2,1574,49,18.53
316,20250515,4,2,1621,72,55.15
317,20250516,4,2,2376,43,21.67
318,20250517,4,2,1020,42,16.25
319,20250518,4,2,1920,68,44.07
320,20250519,4,2,2028,97,95.21
321,20250520,4,2,2191,93,100.91
322,20250521,4,2,2434,113,41.55
323,20250522,4,2,1807,61,33.75
324,20250523,4,2,908,42,37.12
325,20250524,4,2,2053,53,29.2
326,20250525,4,2,2195,58,53.93
327,20250526,4,2,1777,54,27.26
328,20250527,4,2,2713,28,20.52
329,20250528,4,2,1623,43,33.85
330,20250529,4,2,2280,35,13.53
331,20250530,4,2,2285,84,40.4
332,20250531,4,2,761,32,24.72
333,20250601,4,2,2170,23,12.44
334,20250602,4,2,2518,42,43.59
335,20250603,4,2,1340,26,9.98
336,20250604,4,2,2169,55,51.67
337,20250605,4,2,919,13,12.68
338,20250606,4,2,1521,74,83.71
339,20250607,4,2,1860,32,19.76
340,20250608,4,2,1101,54,54.44
341,20250609,4,2,1562,73,84.04
342,20250610,4,2,2018,70,66.28
343,20250611,4,2,2055,30,10.81
344,20250612,4,2,841,10,4.72
345,20250613,4,2,1824,62,39.1
346,20250614,4,2,2078,56,20.31
347,20250615,4,2,1042,53,23.27
348,20250616,4,2,2574,26,10.28
349,20250617,4,2,1764,38,24.17
350,20250618,4,2,934,19,21.17
351,20250619,4,2,1453,51,55.05
352,20250620,4,2,1056,44,20.02
353,20250621,4,2,1360,56,41.66
354,20250622,4,2,2120,80,35.37
355,20250623,4,2,2363,102,111.93
356,20250624,4,2,1497,54,17.91
357,20250625,4,2,2268,61,43.5
358,20250626,4,2,1379,24,15.63
359,20250627,4,2,1803,70,66.87
360,20250628,4,2,2105,79,43.86
361,20250629,4,2,1951,23,23.85
362,20250630,4,2,2117,50,30.69
363,20250101,5,3,2845,96,79.32
364,20250102,5,3,884,36,30.1
365,20250103,5,3,1904,84,82.03
366,20250104,5,3,2108,23,8.3
367,20250105,5,3,812,33,29.93
368,20250106,5,3,2907,31,11.22
369,20250107,5,3,2888,67,75.05
370,20250108,5,3,1185,47,25.52
371,20250109,5,3,2890,114,82.16
372,20250110,5,3,1962,72,27.46
373,20250111,5,3,1567,62,51.54
374,20250112,5,3,1485,73,54.95
375,20250113,5,3,2335,73,76.52
376,20250114,5,3,1264,30,34.56
377,20250115,5,3,2561,77,37.04
378,20250116,5,3,1797,28,32.61
379,20250117,5,3,1668,17,11.68
380,20250118,5,3,1550,60,57.88
381,20250119,5,3,1577,20,6.56
382,20250120,5,3,1383,28,10.55
383,20250121,5,3,1844,37,31.9
384,20250122,5,3,2283,51,23.07
385,20250123,5,3,1194,46,26.23
386,20250124,5,3,2688,66,31.74
387,20250125,5,3,908,25,19.84
388,20250126,5,3,815,22,13.08
389,20250127,5,3,2657,28,31.22
390,20250128,5,3,1943,92,66.3
391,20250129,5,3,2226,61,27.09
392,20250130,5,3,924,25,24.54
393,20250131,5,3,1381,50,45.3
394,20250201,5,3,1997,45,17.57
395,20250202,5,3,720,17,7.01
396,20250203,5,3,1885,81,85.01
397,20250204,5,3,2028,26,27.37
398,20250205,5,3,875,41,48.05
399,20250206,5,3,2076,38,27.51
400,20250207,5,3,849,22,10.32
401,20250208,5,3,850,29,14.51
402,20250209,5,3,1500,31,22.81
403,20250210,5,3,1074,46,51.08
404,20250211,5,3,1382,20,8.81
405,20250212,5,3,2450,78,46.79
406,20250213,5,3,1204,26,8.17
407,20250214,5,3,2722,79,74.35
408,20250215,5,3,2014,85,52.84
409,20250216,5,3,1844,28,19.79
410,20250217,5,3,2947,53,46.67
411,20250218,5,3,1667,79,52.74
412,20250219,5,3,2127,83,92.9
413,20250220,5,3,1191,34,29.75
414,20250221,5,3,1238,46,33.62
415,20250222,5,3,1052,19,9.87
416,20250223,5,3,1241,62,66.45
417,20250224,5,3,2872,77,25.04
418,20250225,5,3,1397,41,23.66
419,20250226,5,3,938,23,15.9
420,20250227,5,3,1316,62,56.91
421,20250228,5,3,1241,32,16.08
422,20250301,5,3,2337,78,38.1
423,20250302,5,3,1864,89,82.3
424,20250303,5,3,1284,45,22.4
425,20250304,5,3,2056,21,15.27
426,20250305,5,3,1043,29,10.73
427,20250306,5,3,2569,123,108.47
428,20250307,5,3,1311,25,24.75
429,20250308,5,3,2396,102,61.53
430,20250309,5,3,1913,92,96.47
431,20250310,5,3,1143,30,28.82
432,20250311,5,3,850,23,23.5
433,20250312,5,3,2432,104,94.33
434,20250313,5,3,827,37,42.7
435,20250314,5,3,1537,23,26.84
436,20250315,5,3,684,10,7.9
437,20250316,5,3,1900,62,61.55
438,20250317,5,3,902,25,21.77
439,20250318,5,3,1990,36,20.49
440,20250319,5,3,954,14,6.77
441,20250320,5,3,1675,33,19.27
442,20250321,5,3,2591,103,40.36
443,20250322,5,3,1401,22,24.69
444,20250323,5,3,1876,61,37.02
445,20250324,5,3,1551,71,30.02
446,20250325,5,3,2153,94,84.41
447,20250326,5,3,2175,69,31.83
448,20250327,5,3,1964,41,32.03
449,20250328,5,3,2429,80,35.46
450,20250329,5,3,2384,120,48.68
451,20250330,5,3,1274,62,24.2
452,20250331,5,3,2207,66,27.3
453,20250401,6,3,2041,63,61.06
454,20250402,6,3,2300,80,27.77
455,20250403,6,3,1794,66,24.29
456,20250404,6,3,861,21,19.95
457,20250405,6,3,1176,36,24.99
458,20250406,6,3,906,31,37.47
459,20250407,6,3,2571,26,12.12
460,20250408,6,3,2854,76,66.36
461,20250409,6,3,2341,88,47.34
462,20250410,6,3,1236,56,18.28
463,20250411,6,3,2595,49,20.73
464,20250412,6,3,2380,95,92.5
465,20250413,6,3,1247,64,43.36
466,20250414,6,3,2549,67,48.42
467,20250415,6,3,1971,49,47.0
468,20250416,6,3,2506,61,61.98
469,20250417,6,3,971,36,39.97
470,20250418,6,3,2189,98,50.39
471,20250419,6,3,772,34,27.91
472,20250420,6,3,2053,74,34.06
473,20250421,6,3,2261,98,93.84
474,20250422,6,3,2749,55,59.47
475,20250423,6,3,1801,73,42.67
476,20250424,6,3,1649,77,56.57
477,20250425,6,3,1576,24,11.79
478,20250426,6,3,2211,56,62.53
479,20250427,6,3,1935,85,55.0
480,20250428,6,3,2170,89,78.18
481,20250429,6,3,1927,88,74.02
482,20250430,6,3,1949,24,7.9
483,20250501,6,3,1821,69,52.06
484,20250502,6,3,888,35,25.37
485,20250503,6,3,2215,115,94.09
486,20250504,6,3,2157,53,37.26
487,20250505,6,3,1588,75,32.82
488,20250506,6,3,1932,35,19.7
489,20250507,6,3,2713,63,70.79
490,20250508,6,3,2702,132,45.12
491,20250509,6,3,2327,103,97.58
492,20250510,6,3,2105,40,45.7
493,20250511,6,3,1057,20,21.69
494,20250512,6,3,1136,33,39.54
495,20250513,6,3,2495,28,17.41
496,20250514,6,3,2471,41,26.02
497,20250515,6,3,1747,18,6.24
498,20250516,6,3,2407,53,56.55
499,20250517,6,3,1178,56,31.75
500,20250518,6,3,2224,23,11.74
501,20250519,6,3,1025,32,9.74
502,20250520,6,3,2632,31,14.62
503,20250521,6,3,1082,29,18.82
504,20250522,6,3,2255,68,61.04
505,20250523,6,3,1096,11,4.97
506,20250524,6,3,1292,53,45.53
507,20250525,6,3,964,10,6.08
508,20250526,6,3,2326,103,104.33
509,20250527,6,3,1496,51,17.57
510,20250528,6,3,1154,37,44.21
511,20250529,6,3,1001,37,16.03
512,20250530,6,3,2579,123,77.63
513,20250531,6,3,1246,61,57.19
514,20250601,6,3,876,26,30.43
515,20250602,6,3,2508,116,133.7
516,20250603,6,3,2215,74,47.87
517,20250604,6,3,2618,94,95.88
518,20250605,6,3,2645,61,33.18
519,20250606,6,3,2591,38,39.6
520,20250607,6,3,2119,24,22.82
521,20250608,6,3,815,22,11.86
522,20250609,6,3,1849,88,102.39
523,20250610,6,3,2550,38,14.93
524,20250611,6,3,1850,68,39.24
525,20250612,6,3,2422,49,56.66
526,20250613,6,3,1448,30,35.24
527,20250614,6,3,1955,90,40.85
528,20250615,6,3,988,20,24.17
529,20250616,6,3,2553,25,22.87
530,20250617,6,3,1538,19,18.59
531,20250618,6,3,1757,53,30.1
532,20250619,6,3,1069,29,30.73
533,20250620,6,3,1504,26,7.85
534,20250621,6,3,1500,78,80.99
535,20250622,6,3,958,37,34.38
536,20250623,6,3,2719,123,124.59
537,20250624,6,3,2558,97,101.36
538,20250625,6,3,2082,89,26.9
539,20250626,6,3,2349,100,52.32
540,20250627,6,3,1077,39,44.54
541,20250628,6,3,1020,22,10.46
542,20250629,6,3,977,29,34.88
543,20250630,6,3,2239,84,98.86
544,20250101,7,4,1848,87,42.82
545,20250102,7,4,2632,45,26.85
546,20250103,7,4,1875,27,17.99
547,20250104,7,4,1245,26,29.46
548,20250105,7,4,1175,59,20.14
549,20250106,7,4,1850,78,78.24
550,20250107,7,4,1927,22,13.06
551,20250108,7,4,2279,38,38.55
552,20250109,7,4,1601,16,10.74
553,20250110,7,4,1513,28,18.48
554,20250111,7,4,2280,106,126.06
555,20250112,7,4,1992,63,41.9
556,20250113,7,4,1320,26,11.12
557,20250114,7,4,2880,56,35.0
558,20250115,7,4,2015,41,23.24
559,20250116,7,4,1655,63,48.58
560,20250117,7,4,2930,101,76.22
561,20250118,7,4,1092,28,17.99
562,20250119,7,4,1174,19,19.56
563,20250120,7,4,2914,126,79.3
564,20250121,7,4,1522,37,21.72
565,20250122,7,4,1783,22,25.77
566,20250123,7,4,1470,35,13.94
567,20250124,7,4,1517,30,34.74
568,20250125,7,4,1000,45,30.36
569,20250126,7,4,1808,49,29.44
570,20250127,7,4,1852,20,16.51
571,20250128,7,4,921,22,21.77
572,20250129,7,4,2781,105,48.66
573,20250130,7,4,2900,103,66.96
574,20250131,7,4,1827,90,36.13
575,20250201,7,4,1964,93,47.8
576,20250202,7,4,1231,50,37.15
577,20250203,7,4,2419,117,61.72
578,20250204,7,4,2478,105,73.3
579,20250205,7,4,1466,20,17.41
580,20250206,7,4,2512,91,83.85
581,20250207,7,4,1295,23,21.3
582,20250208,7,4,1067,13,13.17
583,20250209,7,4,2380,115,135.53
584,20250210,7,4,1092,48,34.85
585,20250211,7,4,988,40,37.91
586,20250212,7,4,2528,79,56.57
587,20250213,7,4,1585,45,19.91
588,20250214,7,4,1298,52,18.6
589,20250215,7,4,1751,73,66.59
590,20250216,7,4,1445,44,22.72
591,20250217,7,4,1103,53,18.72
592,20250218,7,4,2677,120,71.46
593,20250219,7,4,1713,23,18.38
594,20250220,7,4,1696,55,24.29
595,20250221,7,4,1746,34,31.06
596,20250222,7,4,1219,12,5.82
597,20250223,7,4,772,10,7.97
598,20250224,7,4,1238,16,12.7
599,20250225,7,4,2047,30,30.26
600,20250226,7,4,2246,55,52.74
601,20250227,7,4,2763,138,50.4
602,20250228,7,4,2038,85,68.61
603,20250301,7,4,2077,63,49.53
604,20250302,7,4,1284,35,12.29
605,20250303,7,4,2871,78,60.75
606,20250304,7,4,939,14,6.41
607,20250305,7,4,1226,48,39.3
608,20250306,7,4,1609,67,59.61
609,20250307,7,4,2663,88,78.95
610,20250308,7,4,2386,75,35.7
611,20250309,7,4,1883,73,41.79
612,20250310,7,4,2104,91,102.04
613,20250311,7,4,1042,20,16.15
614,20250312,7,4,1897,44,19.22
615,20250313,7,4,806,31,17.48
616,20250314,7,4,843,38,19.77
617,20250315,7,4,2181,69,78.28
618,20250316,7,4,1060,39,39.51
619,20250317,7,4,2205,48,14.97
620,20250318,7,4,1753,31,33.06
621,20250319,7,4,1084,23,15.76
622,20250320,7,4,981,19,8.43
623,20250321,7,4,1241,14,16.19
624,20250322,7,4,2346,62,53.34
625,20250323,7,4,1382,47,18.39
626,20250324,7,4,1382,42,28.24
627,20250325,7,4,2893,43,28.28
628,20250326,7,4,1931,45,30.18
629,20250327,7,4,2106,74,87.35
630,20250328,7,4,1748,52,17.61
631,20250329,7,4,1263,60,51.17
632,20250330,7,4,926,25,13.62
633,20250331,7,4,2856,82,59.51
634,20250401,8,4,2687,94,106.24
635,20250402,8,4,2137,103,43.83
636,20250403,8,4,985,34,15.1
637,20250404,8,4,2923,87,72.66
638,20250405,8,4,1961,63,19.22
639,20250406,8,4,1100,45,22.02
640,20250407,8,4,2472,112,51.41
641,20250408,8,4,2267,43,24.41
642,20250409,8,4,2602,79,63.35
643,20250410,8,4,2453,116,98.55
644,20250411,8,4,1372,45,29.71
645,20250412,8,4,1625,21,14.1
646,20250413,8,4,1214,18,15.51
647,20250414,8,4,1132,23,24.8
648,20250415,8,4,2202,89,69.04
649,20250416,8,4,2992,143,114.17
650,20250417,8,4,961,24,17.83
651,20250418,8,4,2008,63,61.42
652,20250419,8,4,685,33,18.88
653,20250420,8,4,1159,56,41.52
654,20250421,8,4,2322,115,125.97
655,20250422,8,4,2554,106,47.47
656,20250423,8,4,2019,26,29.07
657,20250424,8,4,2908,67,69.08
658,20250425,8,4,1462,33,17.54
659,20250426,8,4,971,27,29.81
660,20250427,8,4,2296,94,39.68
661,20250428,8,4,1671,23,11.16
662,20250429,8,4,2733,73,54.37
663,20250430,8,4,2344,105,116.43
664,20250501,8,4,2184,95,52.97
665,20250502,8,4,2124,28,15.18
666,20250503,8,4,1359,54,46.47
667,20250504,8,4,1925,37,23.88
668,20250505,8,4,2718,87,85.35
669,20250506,8,4,2829,69,34.9
670,20250507,8,4,1493,47,37.98
671,20250508,8,4,2728,30,33.21
672,20250509,8,4,2567,120,130.47
673,20250510,8,4,1317,37,29.72
674,20250511,8,4,1494,39,27.87
675,20250512,8,4,2748,62,37.26
676,20250513,8,4,2160,67,20.2
677,20250514,8,4,2871,78,91.36
678,20250515,8,4,2921,48,56.37
679,20250516,8,4,2377,110,40.42
680,20250517,8,4,1866,70,38.5
681,20250518,8,4,2302,59,32.79
682,20250519,8,4,1933,41,43.51
683,20250520,8,4,1144,22,14.94
684,20250521,8,4,1576,28,23.58
685,20250522,8,4,2923,101,82.97
686,20250523,8,4,2363,31,12.72
687,20250524,8,4,1807,28,14.46
688,20250525,8,4,2061,97,56.69
689,20250526,8,4,2508,87,102.08
690,20250527,8,4,1031,43,15.54
691,20250528,8,4,1884,34,26.25
692,20250529,8,4,2689,30,9.31
693,20250530,8,4,2192,27,18.85
694,20250531,8,4,1793,45,50.29
695,20250601,8,4,1656,47,17.71
696,20250602,8,4,1113,44,46.58
697,20250603,8,4,1731,61,52.91
698,20250604,8,4,2800,116,126.44
699,20250605,8,4,2544,79,69.09
700,20250606,8,4,1273,31,36.34
701,20250607,8,4,1576,23,13.36
702,20250608,8,4,1216,51,47.46
703,20250609,8,4,2179,103,81.29
704,20250610,8,4,1299,40,19.48
705,20250611,8,4,2805,53,20.46
706,20250612,8,4,2155,50,55.4
707,20250613,8,4,937,24,12.65
708,20250614,8,4,763,17,9.09
709,20250615,8,4,2234,63,50.42
710,20250616,8,4,2391,96,68.11
711,20250617,8,4,2601,76,81.26
712,20250618,8,4,999,45,29.16
713,20250619,8,4,1196,52,39.52
714,20250620,8,4,1222,58,51.15
715,20250621,8,4,785,21,23.05
716,20250622,8,4,1434,35,22.06
717,20250623,8,4,1673,75,55.56
718,20250624,8,4,1137,27,29.91
719,20250625,8,4,2147,44,21.04
720,20250626,8,4,1785,71,35.78
721,20250627,8,4,1122,35,30.06
722,20250628,8,4,744,26,24.63
723,20250629,8,4,2257,67,28.12
724,20250630,8,4,2177,32,26.45
725,20250101,9,5,1399,64,45.93
726,20250102,9,5,2310,80,78.49
727,20250103,9,5,2238,67,70.72
728,20250104,9,5,1358,18,7.74
729,20250105,9,5,2135,110,50.23
730,20250106,9,5,1874,49,34.34
731,20250107,9,5,1699,76,24.05
732,20250108,9,5,1824,26,15.37
733,20250109,9,5,1005,48,50.36
734,20250110,9,5,2530,36,26.06
735,20250111,9,5,979,12,14.73
736,20250112,9,5,1474,75,64.38
737,20250113,9,5,2521,112,121.68
738,20250114,9,5,1383,28,12.49
