order_id,order_date_key,customer_id,order_status,discount_amount,shipping_fee,order_revenue,order_cost
153,20250417,1614,Completed,10,0.0,343.2,207.23000000000002
154,20250123,3544,Cancelled,10,0.0,266.11,194.35000000000002
155,20240727,4279,Completed,0,4.99,172.37,108.89
156,20250413,2101,Completed,10,0.0,84.41,60.62
157,20251014,164,Completed,15,0.0,832.3,545.53
158,20250626,4675,Completed,0,6.99,383.74,234.26999999999998
159,20251009,2841,Completed,20,4.99,266.19,188.2
160,20250528,4221,Completed,0,4.99,1027.57,643.41
161,20250325,3902,Completed,20,0.0,404.09000000000003,265.90999999999997
162,20250327,1338,Completed,20,0.0,296.81,199.21
163,20250324,1560,Completed,10,4.99,271.87,164.57999999999998
164,20240505,1292,Completed,0,9.99,231.14,140.81
165,20241229,2685,Completed,0,0.0,142.93,97.59
166,20251128,1948,Completed,0,0.0,435.1,250.35
167,20250521,4931,Completed,0,4.99,85.03,48.13
168,20250127,4507,Completed,15,0.0,28.86,34.04
169,20251012,1585,Completed,0,0.0,258.62,177.34
170,20250330,4531,Completed,0,0.0,130.05,102.85
171,20250707,3546,Completed,10,6.99,150.13,102.73
172,20250502,3816,Completed,10,4.99,227.34,160.67000000000002
173,20240401,1533,Completed,20,6.99,81.75,51.85
174,20250409,3037,Completed,10,6.99,501.96000000000004,310.11
175,20240312,4133,Completed,5,4.99,163.31,94.3
176,20240507,361,Completed,15,6.99,338.84000000000003,224.09
177,20250715,3007,Completed,15,0.0,260.24,182.84
178,20251112,4561,Completed,0,4.99,273.73,193.47
179,20250210,2631,Completed,0,6.99,108.44,54.1
180,20250107,4748,Completed,5,4.99,166.66,95.03
181,20251024,386,Completed,5,0.0,312.36,199.37
182,20240727,1894,Completed,15,0.0,131.75,77.18
183,20250613,4713,Completed,10,0.0,200.01,130.57
184,20250808,4522,Completed,0,0.0,177.35000000000002,112.22999999999999
185,20240418,2792,Completed,15,0.0,88.87,61.37
186,20250311,4315,Completed,15,4.99,278.14,201.17000000000002
187,20250217,1140,Completed,0,9.99,93.13,58.73
188,20250420,3348,Completed,0,9.99,200.21,139.07999999999998
189,20241121,3413,Completed,20,0.0,198.06,146.13
190,20241101,2589,Completed,0,0.0,968.86,665.85
191,20240924,3227,Completed,15,0.0,186.64,133.26999999999998
192,20250514,4594,Completed,0,9.99,426.01,279.77
193,20240912,2137,Completed,0,6.99,274.03000000000003,162.53
194,20250516,3186,Completed,0,0.0,91.87,54.66
195,20240209,2319,Completed,0,4.99,65.67999999999999,47.17
196,20241128,2496,Completed,0,4.99,114.19999999999999,60.83
197,20240127,2152,Completed,0,0.0,86.92,47.6
198,20250618,3560,Completed,0,9.99,224.31,142.12
199,20250701,2168,Completed,0,4.99,430.22,287.08
200,20250527,2602,Completed,0,9.99,359.21000000000004,245.9
201,20240606,1553,Completed,5,0.0,527.33,319.97
202,20251018,2386,Completed,0,0.0,546.9,355.68
203,20240703,3758,Completed,20,6.99,580.41,358.17
204,20250215,1018,Completed,0,0.0,201.59,115.97
205,20251228,1339,Completed,15,0.0,116.66999999999999,86.85
206,20250308,4516,Completed,15,0.0,403.63,246.26
207,20240606,1602,Completed,5,4.99,135.03,74.59
208,20240906,1280,Completed,20,9.99,122.14999999999999,100.69
209,20240113,4595,Completed,0,6.99,340.53,243.12
210,20240217,2928,Completed,0,9.99,436.0,262.94
211,20241015,3683,Completed,5,4.99,283.61,174.02
212,20251105,3276,Completed,0,0.0,546.03,364.82000000000005
213,20240313,781,Completed,5,4.99,264.17,192.49
214,20251219,2949,Completed,0,0.0,377.21,275.15
215,20240126,2300,Completed,10,0.0,581.73,387.35
216,20240523,4146,Completed,0,0.0,431.98,258.57
217,20250728,3744,Completed,20,0.0,787.82,513.17
218,20240410,783,Completed,20,0.0,69.63,61.54
219,20250831,4024,Completed,10,4.99,212.31,121.69
220,20240507,1677,Completed,20,0.0,188.94,148.9
221,20250620,1477,Completed,0,4.99,88.85,52.35
222,20250912,1656,Completed,10,0.0,97.4,69.55
223,20250726,2012,Completed,5,6.99,485.40000000000003,269.2
224,20240717,3257,Completed,0,4.99,103.67999999999999,59.63
225,20240321,208,Completed,10,0.0,357.28,244.38
226,20240416,425,Completed,5,0.0,692.69,413.86
227,20240406,4010,Completed,0,0.0,368.86,258.01
228,20240815,4915,Completed,5,4.99,488.32,327.76
229,20250522,2140,Completed,0,4.99,72.86,40.58
230,20240425,4236,Completed,0,0.0,670.82,469.23999999999995
231,20250121,3215,Completed,0,0.0,289.28,155.49
232,20240527,283,Completed,5,9.99,167.49,89.4
233,20250614,4757,Completed,15,4.99,217.65000000000003,162.43
234,20251208,891,Completed,20,0.0,56.7,44.16
235,20240421,4217,Completed,5,9.99,113.27,80.58
236,20240408,127,Completed,0,6.99,110.69,54.77
237,20240113,3581,Cancelled,5,0.0,145.6,100.15
238,20250317,2751,Completed,15,4.99,234.87,181.79
239,20250618,8,Completed,0,4.99,274.91,154.79
240,20240618,1698,Completed,20,4.99,254.45,176.68
241,20250814,2195,Completed,10,0.0,139.14,101.26
242,20241123,3177,Completed,0,4.99,184.37,99.08
243,20251119,4995,Completed,5,0.0,601.2,413.21
244,20251120,2027,Completed,0,4.99,112.08999999999999,59.2
245,20250321,2280,Completed,5,4.99,268.02,174.92000000000002
246,20250405,2397,Completed,0,9.99,305.23,172.35000000000002
247,20250101,1221,Completed,0,0.0,365.62,223.79
248,20240119,3494,Completed,20,0.0,1075.92,704.69
249,20240323,2188,Completed,15,6.99,357.39,262.85
250,20250122,1251,Completed,0,0.0,305.92,176.61
251,20240524,4068,Completed,15,6.99,337.64,232.62
252,20240830,4728,Completed,0,9.99,411.42,292.28999999999996
253,20250410,4933,Completed,5,6.99,355.51,229.14
254,20251125,508,Completed,0,0.0,163.82,123.69999999999999
255,20240114,1715,Completed,0,4.99,232.86,154.15
256,20250129,2524,Completed,0,0.0,538.72,337.69
257,20240813,2865,Completed,0,9.99,183.39000000000001,122.72
258,20250724,3423,Completed,15,6.99,177.65,138.87
259,20250214,2547,Completed,15,9.99,558.17,381.0
260,20250823,4230,Cancelled,0,4.99,541.7,364.91
261,20240424,4816,Completed,0,0.0,183.37,108.82
262,20250218,3444,Completed,0,0.0,224.2,126.73
263,20250821,1421,Returned,10,0.0,53.15,42.97
264,20240813,2019,Completed,0,4.99,97.55999999999999,47.47
265,20250504,3828,Completed,10,4.99,497.97,357.96
266,20250405,956,Completed,15,0.0,269.48,168.15
267,20240909,906,Completed,15,4.99,370.93,254.32999999999998
268,20250615,276,Completed,0,6.99,189.82000000000002,144.21
269,20240606,987,Completed,15,0.0,166.26,114.56
270,20251102,4529,Completed,15,0.0,323.83000000000004,213.18
271,20251201,2140,Completed,15,6.99,356.93,219.85
272,20250419,436,Completed,20,9.99,307.65,183.47
273,20251010,911,Completed,0,6.99,149.68,97.09
274,20251104,3336,Completed,0,9.99,496.29,331.57
275,20240508,818,Completed,5,6.99,735.89,488.57
276,20240510,3958,Completed,0,4.99,226.91,145.93
277,20251110,3449,Completed,15,6.99,323.93,217.94
278,20240718,194,Completed,10,4.99,291.61,178.96
279,20240327,1007,Completed,15,4.99,272.29,208.79
280,20240329,1299,Completed,15,0.0,254.52999999999997,159.33999999999997
281,20240201,2544,Completed,5,0.0,429.41999999999996,269.94
282,20251101,3177,Completed,0,4.99,577.37,356.41999999999996
283,20251117,2032,Completed,0,0.0,379.77,276.19
284,20240718,3608,Completed,0,4.99,439.42,242.02
285,20241009,3800,Completed,5,4.99,233.57,150.57999999999998
286,20240527,889,Completed,15,0.0,295.13,168.82999999999998
287,20250120,2252,Completed,0,6.99,102.02,56.23
288,20251226,3639,Completed,15,0.0,398.75,274.53000000000003
289,20251008,1053,Completed,0,0.0,437.01,310.26
290,20250929,479,Completed,0,0.0,276.13,203.57999999999998
291,20250403,327,Completed,15,0.0,166.76,104.62
292,20251028,4343,Completed,0,0.0,110.25999999999999,71.97
293,20240731,4914,Completed,20,0.0,304.81,185.43
294,20241129,3254,Cancelled,0,0.0,559.66,344.24
295,20240901,852,Completed,5,4.99,107.71,85.84
296,20240630,2208,Completed,15,0.0,469.29,349.1
297,20250213,3830,Completed,20,6.99,114.91,97.16
298,20240913,421,Completed,0,0.0,72.2,56.72
299,20240207,2505,Completed,5,4.99,209.52,107.65
300,20240926,3192,Completed,0,0.0,483.12,350.53
301,20240614,4164,Completed,10,0.0,622.9100000000001,366.57
302,20240226,2848,Completed,0,4.99,368.09000000000003,221.32999999999998
303,20240731,4883,Completed,0,6.99,179.62,96.66
304,20240119,3810,Completed,10,4.99,652.8,452.40999999999997
305,20250824,1928,Completed,0,0.0,391.04,214.73
306,20240319,4906,Completed,5,0.0,562.74,377.6
307,20241215,373,Completed,0,0.0,141.92000000000002,83.5
308,20240311,2813,Completed,0,0.0,274.04999999999995,188.43
309,20241107,2811,Completed,20,6.99,869.59,557.8299999999999
310,20251013,1315,Completed,10,0.0,226.17000000000002,159.17000000000002
311,20240924,2144,Completed,0,6.99,156.92000000000002,85.27000000000001
312,20240508,1570,Completed,15,0.0,966.83,591.61
313,20240918,3454,Completed,15,6.99,572.13,340.90000000000003
314,20250102,425,Completed,0,9.99,754.8199999999999,447.53999999999996
315,20250217,4082,Completed,0,0.0,550.46,314.17
316,20250112,1452,Completed,20,4.99,244.49,158.93
317,20241108,1281,Completed,20,4.99,424.52,294.39
318,20250323,4634,Completed,15,4.99,204.68,135.15
319,20240213,3844,Completed,5,6.99,557.59,411.2
320,20251211,1156,Completed,0,6.99,154.06,82.69
321,20250106,2914,Completed,5,0.0,205.23000000000002,145.32
322,20251104,480,Completed,0,4.99,335.24,179.3
323,20240812,4263,Completed,0,0.0,196.38,149.66
324,20250417,4206,Completed,0,4.99,459.98,292.27
325,20250819,387,Completed,20,0.0,493.65,295.0
326,20250808,2683,Completed,5,0.0,205.76,134.91
327,20240327,2104,Completed,0,4.99,262.56,145.51
328,20250308,781,Completed,10,0.0,301.49,220.12
329,20240802,3251,Completed,0,6.99,606.75,384.85
330,20250912,1776,Completed,15,0.0,484.30999999999995,262.3
331,20240919,365,Completed,20,6.99,283.8,178.35999999999999
332,20240504,4471,Completed,0,0.0,369.65999999999997,266.61
333,20250809,1435,Returned,0,0.0,129.2,91.61
334,20251021,3051,Completed,0,4.99,266.95,188.26
335,20241003,3762,Completed,10,4.99,452.54999999999995,264.28
336,20241206,549,Completed,0,0.0,73.26,49.95
337,20250412,1053,Cancelled,0,0.0,99.9,77.48
338,20251022,3304,Returned,0,9.99,384.18,219.14999999999998
339,20250120,4755,Cancelled,0,0.0,295.87,176.54000000000002
340,20250314,4461,Completed,5,0.0,248.07,171.76000000000002
341,20251218,1189,Completed,5,0.0,250.33999999999997,140.94
342,20250519,888,Completed,0,9.99,242.66000000000003,179.84
343,20250701,2194,Completed,0,6.99,735.8399999999999,504.29
344,20241108,4335,Completed,0,6.99,159.48000000000002,104.51
345,20240804,3951,Completed,0,6.99,846.59,513.89
346,20240623,3345,Cancelled,0,0.0,176.35000000000002,122.68
347,20250203,59,Completed,5,0.0,238.67000000000002,149.24
348,20250529,4483,Completed,0,4.99,230.84,119.14
349,20240625,3780,Completed,20,6.99,365.53,242.99
350,20250119,3565,Completed,0,4.99,138.48000000000002,80.67
351,20240920,1574,Completed,5,9.99,205.23,130.42000000000002
352,20241112,2471,Completed,0,4.99,333.89,205.71
353,20241121,1989,Completed,15,4.99,609.3100000000001,377.54
354,20240401,3851,Returned,15,9.99,176.20000000000002,113.12
355,20240429,4514,Completed,20,0.0,130.06,104.64
356,20250502,4722,Completed,15,6.99,355.43,212.57999999999998
357,20240109,4341,Completed,20,0.0,271.45,205.76
358,20241023,606,Completed,10,4.99,672.61,438.12
359,20240911,3654,Completed,0,6.99,336.34000000000003,199.51999999999998
360,20240320,3944,Completed,0,0.0,412.82,289.33000000000004
361,20240524,2452,Completed,15,0.0,312.34999999999997,201.85999999999999
362,20240827,3013,Completed,20,0.0,359.95,265.40999999999997
363,20250331,811,Completed,0,0.0,280.22,163.94
364,20250114,2385,Completed,0,0.0,315.07,201.75
365,20241015,307,Completed,20,0.0,117.32,99.8
366,20240224,3901,Completed,0,0.0,566.77,334.40999999999997
367,20250628,3593,Completed,0,0.0,500.6,300.47
368,20250503,886,Completed,5,4.99,353.12,257.53
369,20241015,1247,Completed,0,0.0,595.3299999999999,354.43
370,20251010,513,Completed,0,6.99,274.99,182.51
371,20250123,2212,Completed,5,0.0,416.71000000000004,260.82
372,20240826,435,Completed,10,9.99,267.04,148.46
373,20250307,42,Completed,10,0.0,379.03,267.13
374,20240308,540,Completed,15,0.0,378.13,231.68
375,20250521,1801,Completed,10,4.99,151.9,101.61000000000001
376,20251225,4029,Completed,10,0.0,456.1,315.74
377,20240618,2854,Completed,0,0.0,686.9300000000001,480.27
378,20240522,3624,Completed,0,0.0,65.34,49.97
379,20240301,1379,Completed,20,4.99,179.47,122.32000000000001
380,20250414,588,Completed,10,0.0,294.20000000000005,174.25
381,20240529,226,Completed,0,0.0,214.8,135.51
382,20240228,4427,Completed,5,0.0,246.36,162.76999999999998
383,20241021,3176,Completed,15,6.99,319.6,208.62
384,20240424,510,Completed,5,0.0,730.5,488.95
385,20241008,4338,Completed,0,6.99,202.18,139.42000000000002
386,20240606,1131,Completed,0,0.0,555.22,370.71000000000004
387,20250726,4684,Completed,10,6.99,457.49,288.41
388,20251218,2496,Cancelled,0,6.99,432.71000000000004,264.94
389,20241121,3757,Completed,0,0.0,597.52,403.13
390,20250620,3585,Completed,0,6.99,156.17000000000002,103.36000000000001
391,20250904,917,Returned,0,6.99,294.54,192.53
392,20250921,1775,Cancelled,0,0.0,1179.92,780.57
393,20250327,1251,Completed,0,6.99,290.44,171.51
394,20250308,4050,Completed,5,0.0,372.81,229.01
395,20240706,4194,Completed,0,4.99,107.21,77.42
396,20240823,4960,Completed,0,0.0,71.4,50.37
397,20240905,150,Completed,0,0.0,185.4,107.12
398,20250909,1394,Completed,0,6.99,368.8,239.98
399,20240912,3883,Completed,0,6.99,403.27000000000004,245.16
400,20240628,3661,Completed,0,4.99,319.76,197.69
401,20241114,4239,Completed,10,0.0,322.46999999999997,223.56
402,20240227,4720,Completed,10,0.0,446.07,288.83000000000004
403,20240603,2664,Completed,5,4.99,103.94,54.96
404,20240104,1467,Completed,0,0.0,224.66,162.35
405,20240503,3102,Completed,0,0.0,382.34,287.26
406,20250824,853,Completed,0,4.99,364.54,197.07
407,20241024,3706,Completed,10,4.99,384.49,229.4
408,20241217,3564,Completed,5,0.0,282.15,200.48000000000002
409,20250130,1060,Completed,20,4.99,237.92000000000002,169.85999999999999
410,20240310,2829,Completed,0,4.99,88.1,52.66
411,20241022,1237,Completed,10,4.99,182.82999999999998,131.68
412,20251217,3900,Completed,10,4.99,214.87,140.63
413,20241222,2925,Completed,0,0.0,389.26,283.82
414,20250502,2103,Completed,5,9.99,547.22,324.19
415,20250730,2682,Completed,15,0.0,415.15,282.96
416,20240824,4275,Completed,0,0.0,472.19,344.03999999999996
417,20240728,4381,Returned,0,0.0,199.34,132.36
418,20240131,2967,Completed,0,0.0,256.92,169.58999999999997
419,20240212,2514,Completed,0,4.99,96.99,72.84
420,20240714,2305,Completed,20,9.99,270.14000000000004,176.72
421,20241207,3372,Completed,0,6.99,526.8,311.38
422,20250503,3716,Completed,20,0.0,209.49,154.14000000000001
423,20240411,4199,Completed,0,0.0,185.82,114.22
424,20250903,3664,Completed,5,0.0,338.34000000000003,210.95
425,20250926,4302,Completed,10,0.0,179.13,133.17000000000002
426,20250101,412,Completed,10,6.99,304.29,186.37
427,20250729,1729,Completed,10,9.99,117.17,86.9
428,20250412,2942,Completed,0,6.99,278.54,184.89
429,20250727,2713,Completed,15,0.0,187.99,116.9
430,20240724,4457,Completed,0,0.0,322.08,234.75
431,20250101,3084,Completed,0,0.0,56.9,44.34
432,20250430,1161,Completed,0,0.0,344.83,213.05
433,20251203,1235,Completed,0,9.99,829.38,518.3399999999999
434,20251031,3031,Completed,0,0.0,389.16,246.67000000000002
435,20250112,2381,Completed,0,0.0,198.06,144.37
436,20251108,4722,Completed,15,6.99,64.05,44.38
437,20240806,977,Completed,0,4.99,435.43,260.7
438,20250711,1896,Completed,20,4.99,167.44,114.03999999999999
439,20240511,3157,Completed,0,4.99,402.84000000000003,238.49
440,20250429,1128,Completed,15,9.99,217.32,141.62
441,20240328,4177,Completed,0,0.0,381.62,218.39
442,20240503,3234,Completed,5,9.99,214.69,139.05
443,20250811,2299,Completed,20,0.0,167.8,106.99000000000001
444,20250706,1088,Completed,0,4.99,111.80999999999999,69.38
445,20250126,1237,Completed,10,6.99,221.61,137.09
446,20250901,4391,Completed,0,6.99,354.44,190.70000000000002
447,20240824,790,Completed,5,6.99,338.53000000000003,251.31
448,20250920,2143,Completed,10,0.0,835.71,518.1899999999999
449,20250415,4533,Completed,0,4.99,268.3,189.55
450,20240225,3392,Completed,15,9.99,693.81,409.09000000000003
451,20241108,4385,Completed,15,4.99,151.72,88.24
452,20241127,467,Completed,10,4.99,426.16,287.72
453,20240419,472,Completed,0,4.99,283.71000000000004,154.74
454,20251019,983,Completed,10,0.0,123.6,96.22
455,20250425,4451,Completed,0,0.0,68.01,41.38
456,20250610,2189,Completed,10,0.0,607.62,411.91
457,20251014,4624,Completed,5,0.0,204.94,123.16
458,20251013,700,Completed,5,0.0,200.4,123.16
459,20251218,4476,Completed,15,4.99,286.51,186.95
460,20250912,69,Completed,10,6.99,512.04,320.91
461,20250831,3181,Completed,0,4.99,69.52,41.55
462,20240118,1083,Completed,0,9.99,204.91000000000003,124.88
463,20250620,3901,Completed,0,9.99,189.18,115.84
464,20240125,4995,Completed,0,0.0,590.06,390.07
465,20250922,4247,Completed,0,4.99,282.07,201.84
466,20251216,3115,Completed,0,0.0,168.58,116.92
467,20240821,2687,Completed,10,0.0,214.67000000000002,144.57
468,20250627,2792,Completed,0,0.0,294.70000000000005,178.33
469,20250328,921,Completed,15,0.0,247.22000000000003,166.14
470,20240918,4923,Completed,20,0.0,144.01,94.08000000000001
471,20241212,1690,Completed,10,9.99,546.58,346.06
472,20241115,2084,Completed,0,0.0,348.45,242.39
473,20240515,4697,Completed,0,4.99,287.23,180.01999999999998
474,20240106,1663,Completed,0,0.0,757.5500000000001,485.71
475,20240610,220,Completed,0,4.99,892.78,666.8299999999999
476,20251016,4251,Completed,0,4.99,275.07,149.18
477,20250225,3575,Completed,10,6.99,230.69000000000003,156.04000000000002
478,20251213,2839,Completed,20,4.99,337.52,213.19
479,20250706,3143,Completed,15,4.99,482.81,319.26
480,20250904,860,Completed,0,0.0,259.08000000000004,151.08
481,20240830,1972,Completed,5,0.0,216.99,150.28
482,20251111,4778,Completed,10,0.0,357.94,215.2
483,20240323,2371,Completed,20,4.99,238.89,147.33
484,20250509,2529,Completed,5,0.0,38.86,34.04
485,20240315,4062,Completed,0,9.99,353.02,220.56
486,20251105,3427,Completed,0,0.0,225.63,148.0
487,20241027,1743,Completed,0,4.99,417.35,277.01
488,20250329,3879,Completed,5,0.0,70.21,40.81
489,20250329,1078,Completed,15,0.0,281.94,193.73000000000002
490,20241213,2651,Completed,10,4.99,258.85,143.92000000000002
