event_id,session_id,customer_id,date_key,channel_id,campaign_id,page,event_type,device,region
31,S00000014,3160.0,20250101,2,3,visit,visit,Desktop,New York
32,S00000014,3160.0,20250101,2,3,product_view,product_view,Desktop,New York
33,S00000014,3160.0,20250101,2,3,add_to_cart,add_to_cart,Desktop,New York
34,S00000015,20.0,20250101,2,3,visit,visit,Desktop,Austin
35,S00000015,20.0,20250101,2,3,product_view,product_view,Desktop,Austin
36,S00000016,4858.0,20250101,2,3,visit,visit,Desktop,Dallas
37,S00000016,,20250101,2,3,product_view,product_view,Desktop,Dallas
38,S00000017,,20250101,2,3,visit,visit,Desktop,Austin
39,S00000018,925.0,20250101,2,3,visit,visit,Mobile,San Francisco
40,S00000018,,20250101,2,3,product_view,product_view,Mobile,San Francisco
41,S00000019,,20250101,2,3,visit,visit,Mobile,Dallas
42,S00000019,2358.0,20250101,2,3,product_view,product_view,Mobile,Dallas
43,S00000020,,20250101,2,3,visit,visit,Desktop,New York
44,S00000021,,20250101,3,5,visit,visit,Desktop,Boston
45,S00000022,4888.0,20250101,3,5,visit,visit,Desktop,San Francisco
46,S00000023,3498.0,20250101,3,5,visit,visit,Mobile,Austin
47,S00000023,3498.0,20250101,3,5,product_view,product_view,Mobile,Austin
48,S00000024,,20250101,4,7,visit,visit,Desktop,Atlanta
49,S00000025,1383.0,20250101,4,7,visit,visit,Mobile,Atlanta
50,S00000025,1383.0,20250101,4,7,product_view,product_view,Mobile,Atlanta
51,S00000025,1383.0,20250101,4,7,add_to_cart,add_to_cart,Mobile,Atlanta
52,S00000025,,20250101,4,7,checkout,checkout,Mobile,Atlanta
53,S00000026,3720.0,20250101,4,7,visit,visit,Mobile,Dallas
54,S00000027,1334.0,20250101,4,7,visit,visit,Desktop,Miami
55,S00000027,,20250101,4,7,product_view,product_view,Desktop,Miami
56,S00000028,3497.0,20250101,4,7,visit,visit,Mobile,Denver
57,S00000028,,20250101,4,7,product_view,product_view,Mobile,Denver
58,S00000029,4307.0,20250101,5,9,visit,visit,Mobile,Boston
59,S00000029,,20250101,5,9,product_view,product_view,Mobile,Boston
60,S00000030,504.0,20250101,5,9,visit,visit,Desktop,Dallas
61,S00000030,,20250101,5,9,product_view,product_view,Desktop,Dallas
62,S00000031,1403.0,20250101,5,9,visit,visit,Mobile,New York
63,S00000032,396.0,20250101,5,9,visit,visit,Desktop,San Francisco
64,S00000032,396.0,20250101,5,9,product_view,product_view,Desktop,San Francisco
65,S00000033,,20250101,5,9,visit,visit,Desktop,Dallas
66,S00000033,,20250101,5,9,product_view,product_view,Desktop,Dallas
67,S00000033,,20250101,5,9,add_to_cart,add_to_cart,Desktop,Dallas
68,S00000033,,20250101,5,9,checkout,checkout,Desktop,Dallas
69,S00000033,,20250101,5,9,purchase,purchase,Desktop,Dallas
70,S00000034,1657.0,20250101,5,9,visit,visit,Desktop,Dallas
71,S00000035,,20250101,5,9,visit,visit,Desktop,Miami
72,S00000036,,20250101,5,9,visit,visit,Desktop,Atlanta
73,S00000037,,20250101,5,9,visit,visit,Tablet,Boston
74,S00000037,2801.0,20250101,5,9,product_view,product_view,Tablet,Boston
75,S00000038,,20250101,5,9,visit,visit,Desktop,Seattle
76,S00000038,,20250101,5,9,product_view,product_view,Desktop,Seattle
77,S00000039,2581.0,20250101,5,9,visit,visit,Desktop,San Francisco
78,S00000040,2352.0,20250101,5,9,visit,visit,Mobile,Austin
79,S00000041,3864.0,20250101,6,11,visit,visit,Mobile,Denver
80,S00000042,825.0,20250101,6,11,visit,visit,Desktop,Seattle
81,S00000042,825.0,20250101,6,11,product_view,product_view,Desktop,Seattle
82,S00000043,,20250101,6,11,visit,visit,Mobile,Dallas
83,S00000043,,20250101,6,11,product_view,product_view,Mobile,Dallas
84,S00000044,2198.0,20250101,6,11,visit,visit,Desktop,New York
85,S00000044,2198.0,20250101,6,11,product_view,product_view,Desktop,New York
86,S00000044,2198.0,20250101,6,11,add_to_cart,add_to_cart,Desktop,New York
87,S00000045,,20250101,6,11,visit,visit,Desktop,Seattle
88,S00000045,4397.0,20250101,6,11,product_view,product_view,Desktop,Seattle
89,S00000045,4397.0,20250101,6,11,add_to_cart,add_to_cart,Desktop,Seattle
90,S00000045,4397.0,20250101,6,11,checkout,checkout,Desktop,Seattle
91,S00000045,4397.0,20250101,6,11,purchase,purchase,Desktop,Seattle
92,S00000046,608.0,20250101,6,11,visit,visit,Tablet,Austin
93,S00000046,608.0,20250101,6,11,product_view,product_view,Tablet,Austin
94,S00000047,4440.0,20250101,6,11,visit,visit,Desktop,Miami
95,S00000048,,20250101,6,11,visit,visit,Tablet,Atlanta
96,S00000049,3052.0,20250101,6,11,visit,visit,Desktop,Atlanta
97,S00000049,,20250101,6,11,product_view,product_view,Desktop,Atlanta
98,S00000049,3052.0,20250101,6,11,add_to_cart,add_to_cart,Desktop,Atlanta
99,S00000049,,20250101,6,11,checkout,checkout,Desktop,Atlanta
100,S00000049,3052.0,20250101,6,11,purchase,purchase,Desktop,Atlanta
101,S00000050,,20250102,1,1,visit,visit,Desktop,San Francisco
102,S00000050,,20250102,1,1,product_view,product_view,Desktop,San Francisco
103,S00000050,4965.0,20250102,1,1,add_to_cart,add_to_cart,Desktop,San Francisco
104,S00000051,781.0,20250102,1,1,visit,visit,Desktop,Seattle
105,S00000051,781.0,20250102,1,1,product_view,product_view,Desktop,Seattle
106,S00000051,781.0,20250102,1,1,add_to_cart,add_to_cart,Desktop,Seattle
107,S00000051,781.0,20250102,1,1,checkout,checkout,Desktop,Seattle
108,S00000051,781.0,20250102,1,1,purchase,purchase,Desktop,Seattle
109,S00000052,,20250102,1,1,visit,visit,Desktop,Atlanta
110,S00000053,2811.0,20250102,1,1,visit,visit,Desktop,San Francisco
111,S00000054,4418.0,20250102,1,1,visit,visit,Desktop,Seattle
112,S00000054,4418.0,20250102,1,1,product_view,product_view,Desktop,Seattle
113,S00000055,,20250102,1,1,visit,visit,Desktop,Miami
114,S00000055,,20250102,1,1,product_view,product_view,Desktop,Miami
115,S00000056,38.0,20250102,1,1,visit,visit,Desktop,New York
116,S00000056,,20250102,1,1,product_view,product_view,Desktop,New York
117,S00000057,2937.0,20250102,1,1,visit,visit,Tablet,Denver
118,S00000057,,20250102,1,1,product_view,product_view,Tablet,Denver
119,S00000058,,20250102,1,1,visit,visit,Mobile,Atlanta
120,S00000058,983.0,20250102,1,1,product_view,product_view,Mobile,Atlanta
121,S00000059,,20250102,1,1,visit,visit,Mobile,San Francisco
122,S00000060,992.0,20250102,1,1,visit,visit,Desktop,Denver
123,S00000061,2167.0,20250102,2,3,visit,visit,Desktop,Miami
124,S00000061,2167.0,20250102,2,3,product_view,product_view,Desktop,Miami
125,S00000062,,20250102,2,3,visit,visit,Desktop,Atlanta
126,S00000062,3722.0,20250102,2,3,product_view,product_view,Desktop,Atlanta
127,S00000062,3722.0,20250102,2,3,add_to_cart,add_to_cart,Desktop,Atlanta
128,S00000062,3722.0,20250102,2,3,checkout,checkout,Desktop,Atlanta
129,S00000063,,20250102,2,3,visit,visit,Mobile,Denver
130,S00000063,,20250102,2,3,product_view,product_view,Mobile,Denver
131,S00000064,4969.0,20250102,2,3,visit,visit,Desktop,Dallas
132,S00000064,4969.0,20250102,2,3,product_view,product_view,Desktop,Dallas
133,S00000064,4969.0,20250102,2,3,add_to_cart,add_to_cart,Desktop,Dallas
134,S00000064,4969.0,20250102,2,3,checkout,checkout,Desktop,Dallas
135,S00000064,,20250102,2,3,purchase,purchase,Desktop,Dallas
136,S00000065,4329.0,20250102,2,3,visit,visit,Desktop,New York
137,S00000065,,20250102,2,3,product_view,product_view,Desktop,New York
138,S00000066,4487.0,20250102,2,3,visit,visit,Desktop,Chicago
139,S00000066,4487.0,20250102,2,3,product_view,product_view,Desktop,Chicago
140,S00000066,4487.0,20250102,2,3,add_to_cart,add_to_cart,Desktop,Chicago
141,S00000066,4487.0,20250102,2,3,checkout,checkout,Desktop,Chicago
142,S00000066,,20250102,2,3,purchase,purchase,Desktop,Chicago
143,S00000067,,20250102,2,3,visit,visit,Mobile,Boston
144,S00000067,,20250102,2,3,product_view,product_view,Mobile,Boston
145,S00000067,3964.0,20250102,2,3,add_to_cart,add_to_cart,Mobile,Boston
146,S00000067,3964.0,20250102,2,3,checkout,checkout,Mobile,Boston
147,S00000067,3964.0,20250102,2,3,purchase,purchase,Mobile,Boston
148,S00000068,3745.0,20250102,2,3,visit,visit,Desktop,Boston
149,S00000068,,20250102,2,3,product_view,product_view,Desktop,Boston
150,S00000069,2385.0,20250102,2,3,visit,visit,Tablet,Chicago
151,S00000069,2385.0,20250102,2,3,product_view,product_view,Tablet,Chicago
152,S00000070,3854.0,20250102,2,3,visit,visit,Mobile,Atlanta
153,S00000071,389.0,20250102,2,3,visit,visit,Mobile,Seattle
154,S00000072,4861.0,20250102,2,3,visit,visit,Tablet,Miami
155,S00000072,,20250102,2,3,product_view,product_view,Tablet,Miami
156,S00000073,957.0,20250102,2,3,visit,visit,Desktop,New York
157,S00000073,957.0,20250102,2,3,product_view,product_view,Desktop,New York
158,S00000074,1309.0,20250102,3,5,visit,visit,Tablet,Boston
159,S00000074,1309.0,20250102,3,5,product_view,product_view,Tablet,Boston
160,S00000074,1309.0,20250102,3,5,add_to_cart,add_to_cart,Tablet,Boston
161,S00000074,1309.0,20250102,3,5,checkout,checkout,Tablet,Boston
162,S00000074,1309.0,20250102,3,5,purchase,purchase,Tablet,Boston
163,S00000075,,20250102,3,5,visit,visit,Desktop,Miami
164,S00000075,,20250102,3,5,product_view,product_view,Desktop,Miami
165,S00000075,1231.0,20250102,3,5,add_to_cart,add_to_cart,Desktop,Miami
166,S00000076,,20250102,3,5,visit,visit,Desktop,Chicago
167,S00000077,1877.0,20250102,3,5,visit,visit,Mobile,Dallas
168,S00000078,2019.0,20250102,3,5,visit,visit,Tablet,Seattle
169,S00000078,,20250102,3,5,product_view,product_view,Tablet,Seattle
170,S00000079,2356.0,20250102,3,5,visit,visit,Mobile,Chicago
171,S00000079,2356.0,20250102,3,5,product_view,product_view,Mobile,Chicago
172,S00000080,,20250102,3,5,visit,visit,Tablet,Dallas
173,S00000080,4803.0,20250102,3,5,product_view,product_view,Tablet,Dallas
174,S00000081,168.0,20250102,3,5,visit,visit,Desktop,New York
175,S00000081,,20250102,3,5,product_view,product_view,Desktop,New York
176,S00000082,,20250102,4,7,visit,visit,Desktop,Chicago
177,S00000082,1287.0,20250102,4,7,product_view,product_view,Desktop,Chicago
178,S00000082,1287.0,20250102,4,7,add_to_cart,add_to_cart,Desktop,Chicago
179,S00000082,1287.0,20250102,4,7,checkout,checkout,Desktop,Chicago
180,S00000082,1287.0,20250102,4,7,purchase,purchase,Desktop,Chicago
181,S00000083,,20250102,4,7,visit,visit,Desktop,Austin
182,S00000083,,20250102,4,7,product_view,product_view,Desktop,Austin
183,S00000083,4140.0,20250102,4,7,add_to_cart,add_to_cart,Desktop,Austin
184,S00000084,3990.0,20250102,4,7,visit,visit,Desktop,Chicago
185,S00000084,3990.0,20250102,4,7,product_view,product_view,Desktop,Chicago
186,S00000085,,20250102,4,7,visit,visit,Desktop,Seattle
187,S00000086,4571.0,20250102,4,7,visit,visit,Desktop,New York
188,S00000087,3496.0,20250102,4,7,visit,visit,Mobile,Denver
189,S00000087,3496.0,20250102,4,7,product_view,product_view,Mobile,Denver
190,S00000087,3496.0,20250102,4,7,add_to_cart,add_to_cart,Mobile,Denver
191,S00000087,,20250102,4,7,checkout,checkout,Mobile,Denver
192,S00000087,3496.0,20250102,4,7,purchase,purchase,Mobile,Denver
193,S00000088,3959.0,20250102,4,7,visit,visit,Desktop,Chicago
194,S00000088,3959.0,20250102,4,7,product_view,product_view,Desktop,Chicago
195,S00000089,1558.0,20250102,4,7,visit,visit,Mobile,Denver
196,S00000090,899.0,20250102,4,7,visit,visit,Desktop,Dallas
197,S00000091,388.0,20250102,4,7,visit,visit,Tablet,Miami
198,S00000091,388.0,20250102,4,7,product_view,product_view,Tablet,Miami
199,S00000091,,20250102,4,7,add_to_cart,add_to_cart,Tablet,Miami
200,S00000091,388.0,20250102,4,7,checkout,checkout,Tablet,Miami
201,S00000092,,20250102,4,7,visit,visit,Tablet,San Francisco
202,S00000093,,20250102,5,9,visit,visit,Mobile,New York
203,S00000094,4474.0,20250102,5,9,visit,visit,Mobile,Seattle
204,S00000095,1437.0,20250102,5,9,visit,visit,Tablet,San Francisco
205,S00000095,,20250102,5,9,product_view,product_view,Tablet,San Francisco
206,S00000096,27.0,20250102,5,9,visit,visit,Mobile,Atlanta
207,S00000097,,20250102,5,9,visit,visit,Desktop,San Francisco
208,S00000098,1068.0,20250102,5,9,visit,visit,Mobile,New York
209,S00000098,,20250102,5,9,product_view,product_view,Mobile,New York
210,S00000098,1068.0,20250102,5,9,add_to_cart,add_to_cart,Mobile,New York
211,S00000099,4347.0,20250102,5,9,visit,visit,Mobile,Denver
212,S00000100,3714.0,20250102,5,9,visit,visit,Desktop,San Francisco
213,S00000100,3714.0,20250102,5,9,product_view,product_view,Desktop,San Francisco
214,S00000101,,20250102,5,9,visit,visit,Desktop,Miami
215,S00000102,,20250102,6,11,visit,visit,Mobile,Chicago
216,S00000102,1970.0,20250102,6,11,product_view,product_view,Mobile,Chicago
217,S00000103,700.0,20250102,6,11,visit,visit,Mobile,Seattle
218,S00000103,700.0,20250102,6,11,product_view,product_view,Mobile,Seattle
219,S00000104,1513.0,20250102,6,11,visit,visit,Mobile,Seattle
220,S00000104,1513.0,20250102,6,11,product_view,product_view,Mobile,Seattle
221,S00000105,1119.0,20250102,6,11,visit,visit,Desktop,Denver
222,S00000105,1119.0,20250102,6,11,product_view,product_view,Desktop,Denver
223,S00000105,,20250102,6,11,add_to_cart,add_to_cart,Desktop,Denver
224,S00000105,,20250102,6,11,checkout,checkout,Desktop,Denver
225,S00000105,,20250102,6,11,purchase,purchase,Desktop,Denver
226,S00000106,790.0,20250102,6,11,visit,visit,Tablet,Atlanta
227,S00000107,759.0,20250102,6,11,visit,visit,Desktop,Dallas
228,S00000108,,20250102,6,11,visit,visit,Mobile,Dallas
229,S00000109,1114.0,20250102,6,11,visit,visit,Tablet,Austin
230,S00000109,1114.0,20250102,6,11,product_view,product_view,Tablet,Austin
231,S00000110,,20250103,1,1,visit,visit,Mobile,Atlanta
232,S00000111,4588.0,20250103,1,1,visit,visit,Mobile,New York
233,S00000111,4588.0,20250103,1,1,product_view,product_view,Mobile,New York
234,S00000111,,20250103,1,1,add_to_cart,add_to_cart,Mobile,New York
235,S00000111,4588.0,20250103,1,1,checkout,checkout,Mobile,New York
236,S00000112,2310.0,20250103,1,1,visit,visit,Desktop,Austin
237,S00000112,2310.0,20250103,1,1,product_view,product_view,Desktop,Austin
238,S00000113,3608.0,20250103,1,1,visit,visit,Desktop,Austin
239,S00000113,3608.0,20250103,1,1,product_view,product_view,Desktop,Austin
240,S00000114,147.0,20250103,1,1,visit,visit,Desktop,Chicago
241,S00000115,2285.0,20250103,1,1,visit,visit,Mobile,Atlanta
242,S00000115,,20250103,1,1,product_view,product_view,Mobile,Atlanta
243,S00000116,,20250103,1,1,visit,visit,Mobile,San Francisco
244,S00000116,,20250103,1,1,product_view,product_view,Mobile,San Francisco
245,S00000116,,20250103,1,1,add_to_cart,add_to_cart,Mobile,San Francisco
246,S00000117,,20250103,1,1,visit,visit,Desktop,Austin
247,S00000117,,20250103,1,1,product_view,product_view,Desktop,Austin
248,S00000117,,20250103,1,1,add_to_cart,add_to_cart,Desktop,Austin
249,S00000118,2235.0,20250103,1,1,visit,visit,Mobile,Dallas
250,S00000118,2235.0,20250103,1,1,product_view,product_view,Mobile,Dallas
251,S00000119,3287.0,20250103,1,1,visit,visit,Desktop,Chicago
252,S00000119,3287.0,20250103,1,1,product_view,product_view,Desktop,Chicago
253,S00000120,4437.0,20250103,1,1,visit,visit,Desktop,Boston
254,S00000121,4281.0,20250103,2,3,visit,visit,Mobile,Denver
255,S00000122,1141.0,20250103,2,3,visit,visit,Desktop,New York
256,S00000123,4376.0,20250103,2,3,visit,visit,Tablet,Dallas
257,S00000123,,20250103,2,3,product_view,product_view,Tablet,Dallas
258,S00000124,,20250103,2,3,visit,visit,Mobile,Dallas
259,S00000124,4882.0,20250103,2,3,product_view,product_view,Mobile,Dallas
260,S00000124,4882.0,20250103,2,3,add_to_cart,add_to_cart,Mobile,Dallas
261,S00000125,3774.0,20250103,2,3,visit,visit,Tablet,Chicago
262,S00000125,3774.0,20250103,2,3,product_view,product_view,Tablet,Chicago
263,S00000126,4594.0,20250103,2,3,visit,visit,Desktop,Dallas
264,S00000126,,20250103,2,3,product_view,product_view,Desktop,Dallas
265,S00000126,,20250103,2,3,add_to_cart,add_to_cart,Desktop,Dallas
266,S00000127,,20250103,2,3,visit,visit,Desktop,Miami
267,S00000127,,20250103,2,3,product_view,product_view,Desktop,Miami
268,S00000127,1968.0,20250103,2,3,add_to_cart,add_to_cart,Desktop,Miami
269,S00000127,1968.0,20250103,2,3,checkout,checkout,Desktop,Miami
270,S00000127,1968.0,20250103,2,3,purchase,purchase,Desktop,Miami
271,S00000128,,20250103,2,3,visit,visit,Mobile,Chicago
272,S00000129,,20250103,2,3,visit,visit,Tablet,Dallas
273,S00000130,655.0,20250103,3,5,visit,visit,Mobile,Chicago
274,S00000130,655.0,20250103,3,5,product_view,product_view,Mobile,Chicago
275,S00000131,2667.0,20250103,3,5,visit,visit,Desktop,Austin
276,S00000132,188.0,20250103,3,5,visit,visit,Mobile,Denver
277,S00000132,188.0,20250103,3,5,product_view,product_view,Mobile,Denver
278,S00000132,,20250103,3,5,add_to_cart,add_to_cart,Mobile,Denver
279,S00000132,,20250103,3,5,checkout,checkout,Mobile,Denver
280,S00000132,188.0,20250103,3,5,purchase,purchase,Mobile,Denver
281,S00000133,,20250103,4,7,visit,visit,Tablet,Boston
282,S00000133,2605.0,20250103,4,7,product_view,product_view,Tablet,Boston
283,S00000134,3846.0,20250103,4,7,visit,visit,Mobile,New York
284,S00000134,3846.0,20250103,4,7,product_view,product_view,Mobile,New York
285,S00000134,,20250103,4,7,add_to_cart,add_to_cart,Mobile,New York
286,S00000134,3846.0,20250103,4,7,checkout,checkout,Mobile,New York
287,S00000135,1408.0,20250103,4,7,visit,visit,Mobile,New York
288,S00000135,1408.0,20250103,4,7,product_view,product_view,Mobile,New York
289,S00000136,2549.0,20250103,4,7,visit,visit,Desktop,Miami
290,S00000136,,20250103,4,7,product_view,product_view,Desktop,Miami
291,S00000137,4215.0,20250103,4,7,visit,visit,Desktop,San Francisco
292,S00000137,,20250103,4,7,product_view,product_view,Desktop,San Francisco
293,S00000138,4412.0,20250103,5,9,visit,visit,Desktop,Chicago
294,S00000138,,20250103,5,9,product_view,product_view,Desktop,Chicago
295,S00000139,,20250103,5,9,visit,visit,Mobile,Atlanta
296,S00000139,4473.0,20250103,5,9,product_view,product_view,Mobile,Atlanta
297,S00000140,3018.0,20250103,5,9,visit,visit,Desktop,New York
298,S00000140,3018.0,20250103,5,9,product_view,product_view,Desktop,New York
299,S00000141,288.0,20250103,6,11,visit,visit,Desktop,San Francisco
300,S00000141,288.0,20250103,6,11,product_view,product_view,Desktop,San Francisco
301,S00000141,,20250103,6,11,add_to_cart,add_to_cart,Desktop,San Francisco
302,S00000141,288.0,20250103,6,11,checkout,checkout,Desktop,San Francisco
303,S00000141,288.0,20250103,6,11,purchase,purchase,Desktop,San Francisco
304,S00000142,,20250103,6,11,visit,visit,Desktop,New York
305,S00000142,3253.0,20250103,6,11,product_view,product_view,Desktop,New York
306,S00000143,,20250103,6,11,visit,visit,Desktop,Miami
307,S00000143,,20250103,6,11,product_view,product_view,Desktop,Miami
308,S00000144,2201.0,20250103,6,11,visit,visit,Desktop,Atlanta
309,S00000145,381.0,20250103,6,11,visit,visit,Mobile,Dallas
310,S00000145,381.0,20250103,6,11,product_view,product_view,Mobile,Dallas
311,S00000146,2503.0,20250103,6,11,visit,visit,Mobile,Boston
312,S00000146,2503.0,20250103,6,11,product_view,product_view,Mobile,Boston
313,S00000147,2727.0,20250103,6,11,visit,visit,Mobile,Miami
314,S00000147,,20250103,6,11,product_view,product_view,Mobile,Miami
315,S00000147,2727.0,20250103,6,11,add_to_cart,add_to_cart,Mobile,Miami
316,S00000148,668.0,20250103,6,11,visit,visit,Mobile,New York
317,S00000148,668.0,20250103,6,11,product_view,product_view,Mobile,New York
318,S00000148,,20250103,6,11,add_to_cart,add_to_cart,Mobile,New York
319,S00000148,668.0,20250103,6,11,checkout,checkout,Mobile,New York
320,S00000148,668.0,20250103,6,11,purchase,purchase,Mobile,New York
321,S00000149,,20250103,6,11,visit,visit,Mobile,Denver
322,S00000150,,20250103,6,11,visit,visit,Mobile,Boston
323,S00000150,,20250103,6,11,product_view,product_view,Mobile,Boston
324,S00000150,,20250103,6,11,add_to_cart,add_to_cart,Mobile,Boston
325,S00000151,,20250104,1,1,visit,visit,Desktop,New York
326,S00000151,3176.0,20250104,1,1,product_view,product_view,Desktop,New York
327,S00000152,290.0,20250104,1,1,visit,visit,Tablet,Dallas
328,S00000153,2977.0,20250104,1,1,visit,visit,Mobile,Austin
329,S00000153,2977.0,20250104,1,1,product_view,product_view,Mobile,Austin
330,S00000154,3352.0,20250104,1,1,visit,visit,Desktop,Boston
331,S00000154,3352.0,20250104,1,1,product_view,product_view,Desktop,Boston
332,S00000154,,20250104,1,1,add_to_cart,add_to_cart,Desktop,Boston
333,S00000154,3352.0,20250104,1,1,checkout,checkout,Desktop,Boston
334,S00000154,3352.0,20250104,1,1,purchase,purchase,Desktop,Boston
335,S00000155,968.0,20250104,1,1,visit,visit,Desktop,Austin
336,S00000155,,20250104,1,1,product_view,product_view,Desktop,Austin
337,S00000155,968.0,20250104,1,1,add_to_cart,add_to_cart,Desktop,Austin
338,S00000155,,20250104,1,1,checkout,checkout,Desktop,Austin
339,S00000155,,20250104,1,1,purchase,purchase,Desktop,Austin
340,S00000156,4167.0,20250104,1,1,visit,visit,Mobile,Boston
341,S00000156,4167.0,20250104,1,1,product_view,product_view,Mobile,Boston
342,S00000157,,20250104,1,1,visit,visit,Desktop,New York
343,S00000157,3469.0,20250104,1,1,product_view,product_view,Desktop,New York
344,S00000157,3469.0,20250104,1,1,add_to_cart,add_to_cart,Desktop,New York
345,S00000157,3469.0,20250104,1,1,checkout,checkout,Desktop,New York
346,S00000157,3469.0,20250104,1,1,purchase,purchase,Desktop,New York
347,S00000158,3135.0,20250104,1,1,visit,visit,Tablet,Denver
348,S00000158,3135.0,20250104,1,1,product_view,product_view,Tablet,Denver
349,S00000159,1087.0,20250104,1,1,visit,visit,Mobile,Dallas
350,S00000159,,20250104,1,1,product_view,product_view,Mobile,Dallas
351,S00000160,1693.0,20250104,1,1,visit,visit,Desktop,Austin
352,S00000161,371.0,20250104,2,3,visit,visit,Desktop,Miami
353,S00000162,2475.0,20250104,2,3,visit,visit,Mobile,Chicago
354,S00000162,2475.0,20250104,2,3,product_view,product_view,Mobile,Chicago
355,S00000163,,20250104,2,3,visit,visit,Mobile,Miami
356,S00000163,,20250104,2,3,product_view,product_view,Mobile,Miami
357,S00000163,4593.0,20250104,2,3,add_to_cart,add_to_cart,Mobile,Miami
358,S00000164,2280.0,20250104,2,3,visit,visit,Mobile,Austin
359,S00000164,,20250104,2,3,product_view,product_view,Mobile,Austin
360,S00000165,1324.0,20250104,2,3,visit,visit,Desktop,Miami
361,S00000165,1324.0,20250104,2,3,product_view,product_view,Desktop,Miami
362,S00000166,,20250104,2,3,visit,visit,Desktop,Miami
363,S00000166,4465.0,20250104,2,3,product_view,product_view,Desktop,Miami
364,S00000166,4465.0,20250104,2,3,add_to_cart,add_to_cart,Desktop,Miami
365,S00000166,4465.0,20250104,2,3,checkout,checkout,Desktop,Miami
366,S00000166,4465.0,20250104,2,3,purchase,purchase,Desktop,Miami
367,S00000167,1255.0,20250104,3,5,visit,visit,Mobile,Seattle
368,S00000168,732.0,20250104,3,5,visit,visit,Desktop,San Francisco
369,S00000168,732.0,20250104,3,5,product_view,product_view,Desktop,San Francisco
370,S00000168,732.0,20250104,3,5,add_to_cart,add_to_cart,Desktop,San Francisco
371,S00000169,4011.0,20250104,3,5,visit,visit,Mobile,New York
372,S00000169,4011.0,20250104,3,5,product_view,product_view,Mobile,New York
373,S00000170,3831.0,20250104,3,5,visit,visit,Desktop,New York
374,S00000170,3831.0,20250104,3,5,product_view,product_view,Desktop,New York
375,S00000171,4190.0,20250104,3,5,visit,visit,Desktop,Miami
376,S00000171,4190.0,20250104,3,5,product_view,product_view,Desktop,Miami
377,S00000171,4190.0,20250104,3,5,add_to_cart,add_to_cart,Desktop,Miami
378,S00000172,1786.0,20250104,3,5,visit,visit,Desktop,Miami
379,S00000172,,20250104,3,5,product_view,product_view,Desktop,Miami
380,S00000173,4825.0,20250104,3,5,visit,visit,Tablet,Seattle
381,S00000173,4825.0,20250104,3,5,product_view,product_view,Tablet,Seattle
382,S00000173,4825.0,20250104,3,5,add_to_cart,add_to_cart,Tablet,Seattle
383,S00000173,4825.0,20250104,3,5,checkout,checkout,Tablet,Seattle
384,S00000174,3995.0,20250104,3,5,visit,visit,Tablet,New York
385,S00000175,1674.0,20250104,3,5,visit,visit,Desktop,Seattle
386,S00000176,2652.0,20250104,4,7,visit,visit,Mobile,New York
387,S00000176,,20250104,4,7,product_view,product_view,Mobile,New York
388,S00000177,1439.0,20250104,4,7,visit,visit,Mobile,Miami
389,S00000177,1439.0,20250104,4,7,product_view,product_view,Mobile,Miami
