order_item_id,order_id,product_id,quantity,unit_price,line_revenue,line_cost
85,34,352,1,158.58,158.58,115.96
86,35,565,1,44.16,44.16,27.68
87,35,612,1,97.65,97.65,66.67
88,35,536,1,112.17,112.17,69.34
89,35,445,1,117.1,117.1,76.51
90,36,318,1,68.4,68.4,42.88
91,36,140,1,123.5,123.5,68.08
92,37,651,1,118.03,118.03,64.83
93,37,846,2,98.38,196.76,124.18
94,38,800,1,99.89,99.89,74.66
95,39,434,1,110.02,110.02,73.16
96,40,656,1,105.4,105.4,79.67
97,40,464,1,98.69,98.69,59.63
98,41,476,1,92.75,92.75,57.13
99,41,463,1,54.57,54.57,28.12
100,41,286,1,96.96000000000001,96.96,70.94
101,42,51,1,77.87,77.87,55.03
102,42,200,1,137.65,137.65,86.68
103,43,477,1,53.78,53.78,30.45
104,44,843,1,86.49000000000001,86.49,62.85
105,44,299,2,99.85,199.7,102.96
106,45,372,1,171.93,171.93,124.35
107,45,683,2,116.86,233.72,129.32
108,46,36,1,101.78,101.78,61.43
109,46,193,1,135.26999999999998,135.27,69.2
110,47,393,1,119.02,119.02,88.53
111,47,681,1,72.03999999999999,72.04,57.11
112,47,9,1,86.62,86.62,64.56
113,48,83,1,115.47,115.47,58.87
114,48,464,1,98.69,98.69,59.63
115,48,607,1,145.87,145.87,89.6
116,48,461,1,114.22,114.22,64.61
117,49,934,1,85.2,85.2,56.61
118,49,947,1,142.74,142.74,84.96
119,49,849,2,145.87,291.74,217.4
120,50,241,1,120.01,120.01,86.24
121,50,468,1,74.14,74.14,53.64
122,51,415,1,105.85,105.85,73.14
123,51,968,1,36.989999999999995,36.99,23.86
124,52,966,1,100.58,100.58,73.2
125,52,393,1,119.02,119.02,88.53
126,52,553,1,84.73,84.73,64.84
127,52,654,1,85.89,85.89,43.35
128,53,434,2,110.02,220.04,146.32
129,53,866,1,213.9,213.9,130.73
130,53,384,1,133.6,133.6,86.26
131,53,510,1,118.53,118.53,78.88
132,54,291,1,136.23000000000002,136.23,98.53
133,54,790,1,81.65,81.65,46.9
134,55,981,1,142.39,142.39,84.19
135,55,194,1,142.93,142.93,97.59
136,55,26,2,58.7,117.4,89.74
137,55,50,1,170.13,170.13,85.38
138,56,763,1,119.76,119.76,72.56
139,56,625,1,120.88,120.88,87.52
140,56,962,2,83.67,167.34,100.56
141,57,693,1,84.84,84.84,43.45
142,57,842,1,75.03,75.03,52.32
143,57,965,1,97.03999999999999,97.04,65.18
144,58,783,1,205.08,205.08,109.61
145,58,970,1,123.04,123.04,68.73
146,59,890,1,156.0,156.0,100.58
147,60,589,1,95.62,95.62,60.57
148,60,496,1,89.17,89.17,62.13
149,60,703,3,56.08,168.24,116.73
150,61,844,1,72.06,72.06,44.38
151,61,305,1,224.31,224.31,124.44
152,61,860,1,73.99000000000001,73.99,52.06
153,61,992,1,142.18,142.18,76.62
154,62,353,1,86.21000000000001,86.21,53.7
155,62,759,1,55.23,55.23,37.55
156,63,333,1,149.68,149.68,77.44
157,63,347,1,148.39,148.39,101.48
158,64,73,1,120.09,120.09,90.05
159,64,716,1,66.72999999999999,66.73,52.16
160,65,532,1,61.21,61.21,41.63
161,66,914,1,161.65,161.65,94.02
162,66,118,1,132.42000000000002,132.42,74.04
163,67,289,1,162.5,162.5,89.4
164,67,930,1,216.77,216.77,135.3
165,68,277,1,86.99000000000001,86.99,50.33
166,68,952,1,137.20999999999998,137.21,83.32
167,68,822,1,168.07999999999998,168.08,132.72
168,69,951,1,83.86,83.86,52.35
169,69,528,1,92.02000000000001,92.02,70.68
170,69,626,1,198.07,198.07,118.67
171,70,829,2,71.64,143.28,110.48
172,71,995,1,117.61,117.61,65.18
173,71,611,1,80.55,80.55,46.74
174,71,330,1,103.18,103.18,82.16
175,71,879,1,142.74,142.74,93.68
176,72,752,2,91.56,183.12,126.36
177,72,836,1,191.0,191.0,115.04
178,73,354,2,142.17000000000002,284.34,156.44
179,73,951,1,83.86,83.86,52.35
180,73,549,1,91.86,91.86,50.99
181,74,454,1,210.01,210.01,130.57
182,75,773,1,83.2,83.2,53.82
183,76,685,1,80.17,80.17,51.92
184,76,815,1,100.09,100.09,56.57
185,76,750,1,59.83,59.83,40.99
186,76,196,1,141.05,141.05,77.1
187,77,450,1,101.03999999999999,101.04,54.63
188,77,364,1,102.85,102.85,64.88
189,77,951,1,83.86,83.86,52.35
190,78,825,2,150.32999999999998,300.66,185.86
191,78,246,1,147.89,147.89,106.01
192,79,107,2,70.72,141.44,77.12
193,80,179,1,94.64,94.64,63.23
194,80,797,1,59.51,59.51,44.74
195,80,349,1,154.23000000000002,154.23,120.33
196,81,756,1,120.3,120.3,61.07
197,81,307,1,58.69,58.69,42.97
198,81,39,1,34.18,34.18,19.88
199,81,848,1,42.3,42.3,31.92
200,81,622,1,101.16,101.16,52.47
201,82,50,2,170.13,340.26,170.76
202,82,571,1,47.870000000000005,47.87,35.16
203,83,731,1,85.92,85.92,54.7
204,83,868,1,152.78,152.78,87.79
205,83,440,1,72.11,72.11,41.58
206,84,749,2,103.99,207.98,159.88
207,84,353,1,86.21000000000001,86.21,53.7
208,84,452,1,66.08,66.08,41.14
209,85,89,1,63.15,63.15,42.97
210,86,622,1,101.16,101.16,52.47
211,86,815,1,100.09,100.09,56.57
212,86,471,1,69.2,69.2,51.34
213,86,879,1,142.74,142.74,93.68
214,87,922,1,90.83,90.83,71.79
215,87,418,1,102.08,102.08,56.26
216,88,649,1,75.21000000000001,75.21,40.81
217,88,753,1,133.1,133.1,81.25
218,88,161,1,101.65,101.65,56.8
219,89,445,1,117.1,117.1,76.51
220,90,211,1,101.11,101.11,57.19
221,90,828,3,58.21,174.63,121.59
222,90,679,1,142.41,142.41,102.03
223,91,287,2,216.33,432.66,281.34
224,92,575,1,88.59,88.59,58.14
225,92,154,1,112.11,112.11,56.35
226,92,732,1,124.72,124.72,74.15
227,93,312,1,128.65,128.65,75.99
228,93,903,1,164.26999999999998,164.27,101.83
229,94,175,2,76.83,153.66,116.74
230,94,39,3,34.18,102.54,59.64
231,94,431,1,166.79000000000002,166.79,128.69
232,95,588,1,100.84,100.84,67.32
233,96,859,1,114.71,114.71,85.14
234,96,570,1,97.82,97.82,52.6
235,96,966,1,100.58,100.58,73.2
236,97,641,1,114.84,114.84,66.4
237,97,473,1,209.81,209.81,122.5
238,97,140,1,123.5,123.5,68.08
239,98,42,1,68.01,68.01,41.38
240,98,642,1,23.71,23.71,17.75
241,99,604,1,57.74,57.74,31.14
242,99,634,1,167.99,167.99,85.48
243,99,421,1,91.75999999999999,91.76,62.0
244,100,586,1,122.36,122.36,87.61
245,100,135,1,108.61,108.61,82.32
246,100,941,1,83.39,83.39,52.98
247,101,959,1,86.14,86.14,47.39
248,102,920,1,98.52000000000001,98.52,70.86
249,102,435,1,119.33,119.33,86.48
250,102,45,1,177.13,177.13,130.1
251,102,427,1,284.13,284.13,217.61
252,102,73,1,120.09,120.09,90.05
253,103,571,3,47.870000000000005,143.61,105.48
254,103,844,1,72.06,72.06,44.38
255,103,985,1,86.92,86.92,47.6
256,104,577,1,135.1,135.1,106.39
257,105,240,1,66.08,66.08,35.62
258,105,694,1,199.4,199.4,157.66
259,106,192,1,171.52,171.52,90.48
260,106,835,2,107.72,215.44,171.68
261,106,396,2,149.68,299.36,154.76
262,106,738,1,116.49,116.49,76.57
263,107,588,1,100.84,100.84,67.32
264,107,981,3,142.39,427.17,252.57
265,107,495,1,44.71,44.71,28.43
266,108,760,1,113.34,113.34,58.5
267,109,277,1,86.99000000000001,86.99,50.33
268,109,561,1,101.49000000000001,101.49,69.16
269,109,308,1,209.53,209.53,107.65
270,110,319,1,125.39,125.39,80.92
271,110,773,1,83.2,83.2,53.82
272,111,421,1,91.75999999999999,91.76,62.0
273,111,682,2,82.73,165.46,104.82
274,112,974,1,52.37,52.37,27.74
275,112,178,1,103.29,103.29,53.84
276,113,488,1,183.76,183.76,116.78
277,114,721,1,82.83,82.83,43.35
278,114,371,1,166.76,166.76,120.28
279,114,780,1,81.65,81.65,44.25
280,115,6,1,140.82999999999998,140.83,109.92
281,115,809,1,125.7,125.7,71.89
282,116,825,1,150.32999999999998,150.33,92.93
283,116,256,1,90.63,90.63,57.28
284,116,419,2,127.53,255.06,196.44
285,117,761,1,182.83,182.83,144.21
286,117,585,1,152.49,152.49,104.51
287,117,588,1,100.84,100.84,67.32
288,118,742,1,107.12,107.12,71.21
289,119,38,1,103.98,103.98,70.22
290,120,455,1,237.38,237.38,124.94
291,120,866,1,213.9,213.9,130.73
292,121,23,1,189.52,189.52,139.79
293,121,928,1,90.95,90.95,50.59
294,121,19,1,238.87,238.87,125.91
295,122,709,1,133.07999999999998,133.08,104.65
296,122,526,1,42.59,42.59,31.97
297,122,592,1,108.88,108.88,66.58
298,123,881,2,158.02,316.04,225.86
299,123,456,1,94.76,94.76,51.85
300,123,995,1,117.61,117.61,65.18
301,123,265,1,166.6,166.6,126.07
302,124,48,1,107.4,107.4,68.59
303,124,793,2,68.66,137.32,92.4
304,124,564,1,97.43,97.43,72.21
305,125,399,1,155.45,155.45,110.47
306,125,106,1,158.32,158.32,110.75
307,126,909,1,91.49000000000001,91.49,60.33
308,126,455,1,237.38,237.38,124.94
309,127,621,1,64.3,64.3,38.88
310,127,164,1,272.9,272.9,210.38
311,127,451,1,92.46000000000001,92.46,68.68
312,127,34,1,107.9,107.9,74.19
313,128,735,1,101.55,101.55,56.88
314,129,122,1,127.01,127.01,75.97
315,129,238,1,75.44,75.44,46.48
316,129,263,1,110.74000000000001,110.74,74.72
317,130,737,1,133.51,133.51,96.65
318,131,212,1,92.18,92.18,48.13
319,132,260,1,72.8,72.8,39.41
320,132,857,2,133.14,266.28,169.4
321,133,275,1,108.47,108.47,76.45
322,133,361,1,147.07,147.07,82.69
323,134,435,1,119.33,119.33,86.48
324,134,386,1,114.84,114.84,67.47
325,135,303,1,146.81,146.81,89.61
326,135,791,1,139.32,139.32,79.41
327,136,21,1,185.26,185.26,130.35
328,136,727,1,62.5,62.5,38.18
329,137,784,1,88.4,88.4,55.07
330,137,419,1,127.53,127.53,98.22
331,137,758,1,126.11,126.11,73.48
332,137,425,1,158.06,158.06,113.31
333,138,51,1,77.87,77.87,55.03
334,138,204,1,41.72,41.72,23.2
335,138,821,1,116.61,116.61,61.41
336,139,596,1,235.85,235.85,145.67
337,139,313,1,85.05,85.05,55.71
338,139,53,1,91.87,91.87,54.66
339,140,338,1,26.47,26.47,19.5
340,141,104,1,119.25,119.25,81.68
341,141,837,1,172.63,172.63,96.66
342,142,899,1,88.89,88.89,54.52
343,142,101,1,131.59,131.59,78.03
344,142,600,1,166.91,166.91,115.48
345,143,560,1,123.38,123.38,90.18
346,143,638,1,88.74000000000001,88.74,59.49
347,144,983,1,106.65,106.65,76.05
348,144,637,2,163.3,326.6,201.96
349,145,542,1,121.91,121.91,86.87
350,145,823,1,89.82,89.82,60.95
351,146,307,1,58.69,58.69,42.97
352,146,94,1,149.61,149.61,104.29
353,147,299,1,99.85,99.85,51.48
354,148,629,2,91.66,183.32,95.18
355,148,486,2,160.54000000000002,321.08,217.94
356,148,62,1,139.13,139.13,72.16
357,149,199,1,103.95,103.95,69.85
358,149,205,1,92.53,92.53,60.56
359,149,550,1,110.72999999999999,110.73,87.42
360,150,558,2,44.89,89.78,64.68
361,150,424,1,93.72,93.72,54.88
362,151,408,1,69.83,69.83,55.28
363,151,23,1,189.52,189.52,139.79
364,151,483,1,164.78,164.78,94.61
365,152,241,1,120.01,120.01,86.24
366,152,288,1,95.85,95.85,55.85
367,152,917,1,162.24,162.24,114.73
368,152,394,1,108.93,108.93,67.0
369,152,300,1,136.5,136.5,84.79
370,153,869,1,214.2,214.2,108.18
371,153,496,1,89.17,89.17,62.13
372,153,764,1,49.83,49.83,36.92
373,154,445,1,117.1,117.1,76.51
374,154,449,1,93.67,93.67,67.87
375,154,327,1,65.34,65.34,49.97
376,155,807,1,87.34,87.34,60.76
377,155,329,1,80.03999999999999,80.04,48.13
378,156,898,1,94.41,94.41,60.62
379,157,676,1,59.65,59.65,31.98
380,157,488,3,183.76,551.28,350.34
381,157,127,1,165.17000000000002,165.17,118.27
382,157,770,1,71.2,71.2,44.94
383,158,759,1,55.23,55.23,37.55
384,158,971,1,160.29000000000002,160.29,88.42
385,158,231,1,69.74000000000001,69.74,47.97
386,158,909,1,91.49000000000001,91.49,60.33
387,159,979,1,122.62,122.62,86.41
388,159,984,1,107.97,107.97,75.89
389,159,87,1,50.61,50.61,25.9
390,160,627,1,75.58,75.58,41.31
391,160,650,1,175.73000000000002,175.73,98.64
392,160,883,2,90.25999999999999,180.52,120.72
393,160,72,1,105.61,105.61,82.27
394,160,969,1,124.14,124.14,64.87
395,160,574,1,104.36,104.36,82.29
396,160,558,1,44.89,44.89,32.34
397,160,907,1,211.75,211.75,120.97
398,161,67,1,94.59,94.59,62.61
399,161,28,1,180.45,180.45,102.8
400,161,690,1,149.05,149.05,100.5
401,162,671,2,55.86,111.72,75.04
402,162,687,1,205.09,205.09,124.17
403,163,838,1,45.43,45.43,23.14
404,163,680,1,124.62,124.62,65.72
405,163,926,1,106.83,106.83,75.72
406,164,25,1,133.17000000000002,133.17,81.45
407,164,391,1,87.97999999999999,87.98,59.36
408,165,194,1,142.93,142.93,97.59
409,166,763,1,119.76,119.76,72.56
410,166,578,1,63.94,63.94,34.01
411,166,809,2,125.7,251.4,143.78
412,167,329,1,80.03999999999999,80.04,48.13
413,168,134,1,43.86,43.86,34.04
414,169,604,1,57.74,57.74,31.14
415,169,304,1,115.83,115.83,83.59
416,169,257,1,85.05,85.05,62.61
417,170,740,1,130.05,130.05,102.85
418,171,926,1,106.83,106.83,75.72
419,171,675,1,46.31,46.31,27.01
420,172,706,1,129.44,129.44,85.68
421,172,669,1,102.91,102.91,74.99
422,173,456,1,94.76,94.76,51.85
423,174,903,1,164.26999999999998,164.27,101.83
424,174,157,1,67.95,67.95,47.49
425,174,816,1,72.78,72.78,38.06
426,174,963,1,134.67000000000002,134.67,74.1
427,174,616,1,65.3,65.3,48.63
428,175,249,1,163.32,163.32,94.3
429,176,851,1,218.93,218.93,126.93
430,176,865,1,127.92,127.92,97.16
431,177,574,1,104.36,104.36,82.29
432,177,998,1,94.82,94.82,59.99
433,177,704,1,76.06,76.06,40.56
434,178,334,1,112.7,112.7,85.01
435,178,750,1,59.83,59.83,40.99
436,178,231,1,69.74000000000001,69.74,47.97
437,178,338,1,26.47,26.47,19.5
438,179,824,1,101.45,101.45,54.1
439,180,599,1,166.67000000000002,166.67,95.03
440,181,497,1,64.15,64.15,44.84
441,181,745,1,42.81,42.81,22.59
442,181,758,1,126.11,126.11,73.48
443,181,529,1,84.29,84.29,58.46
444,182,61,1,87.1,87.1,45.2
445,182,676,1,59.65,59.65,31.98
446,183,454,1,210.01,210.01,130.57
447,184,677,1,19.87,19.87,13.96
448,184,447,1,101.4,101.4,59.36
449,184,703,1,56.08,56.08,38.91
450,185,69,1,72.93,72.93,39.98
451,185,767,1,30.94,30.94,21.39
452,186,705,1,139.95,139.95,83.62
453,186,59,1,148.2,148.2,117.55
454,187,273,1,83.14,83.14,58.73
455,188,926,1,106.83,106.83,75.72
456,188,129,1,83.39,83.39,63.36
457,189,700,1,111.48,111.48,63.02
458,189,250,1,106.58,106.58,83.11
459,190,333,2,149.68,299.36,154.88
460,190,133,1,99.67,99.67,75.5
461,190,134,1,43.86,43.86,34.04
462,190,268,1,222.92,222.92,169.41
463,190,469,1,114.38,114.38,90.44
464,190,891,1,188.67,188.67,141.58
465,191,880,1,106.72,106.72,69.83
466,191,298,1,94.92,94.92,63.44
467,192,562,1,80.38,80.38,62.84
468,192,52,1,95.12,95.12,66.36
469,192,450,1,101.03999999999999,101.04,54.63
470,192,231,2,69.74000000000001,139.48,95.94
471,193,394,1,108.93,108.93,67.0
472,193,832,1,158.11,158.11,95.53
473,194,53,1,91.87,91.87,54.66
474,195,723,1,60.69,60.69,47.17
475,196,224,1,68.52000000000001,68.52,36.16
476,196,862,1,40.69,40.69,24.67
477,197,985,1,86.92,86.92,47.6
478,198,560,1,123.38,123.38,90.18
479,198,604,1,57.74,57.74,31.14
480,198,31,1,33.2,33.2,20.8
481,199,318,1,68.4,68.4,42.88
482,199,952,1,137.20999999999998,137.21,83.32
483,199,818,1,219.62,219.62,160.88
484,200,728,1,61.83,61.83,46.42
485,200,798,1,114.06,114.06,80.08
486,200,854,1,173.33,173.33,119.4
487,201,757,1,84.97999999999999,84.98,58.11
488,201,724,2,131.5,263.0,149.7
489,201,424,1,93.72,93.72,54.88
490,201,256,1,90.63,90.63,57.28
491,202,404,1,160.12,160.12,99.97
492,202,949,1,147.92000000000002,147.92,85.92
493,202,589,1,95.62,95.62,60.57
494,202,884,1,143.24,143.24,109.22
495,203,774,1,97.25,97.25,69.12
496,203,756,1,120.3,120.3,61.07
497,203,291,1,136.23000000000002,136.23,98.53
498,203,506,1,121.87,121.87,63.25
499,203,975,1,117.77,117.77,66.2
500,204,476,1,92.75,92.75,57.13
501,204,698,2,54.42,108.84,58.84
502,205,226,1,131.67000000000002,131.67,86.85
503,206,980,1,122.58,122.58,78.5
504,206,527,1,181.22,181.22,106.54
505,206,378,1,114.83,114.83,61.22
506,207,897,1,135.04000000000002,135.04,74.59
507,208,340,1,132.16,132.16,100.69
508,209,823,1,89.82,89.82,60.95
509,209,59,1,148.2,148.2,117.55
510,209,593,1,95.52000000000001,95.52,64.62
511,210,630,1,108.28,108.28,80.58
512,210,640,1,93.42,93.42,57.92
513,210,305,1,224.31,224.31,124.44
514,211,473,1,209.81,209.81,122.5
515,211,382,1,73.81,73.81,51.52
516,212,684,1,159.99,159.99,123.93
517,212,882,1,69.56,69.56,51.14
518,212,450,1,101.03999999999999,101.04,54.63
519,212,559,2,107.72,215.44,135.12
520,213,141,1,145.65,145.65,113.61
521,213,510,1,118.53,118.53,78.88
522,214,266,1,99.19,99.19,77.36
523,214,30,1,129.2,129.2,81.51
524,214,173,1,148.82,148.82,116.28
525,215,491,1,143.95,143.95,88.29
526,215,45,1,177.13,177.13,130.1
527,215,501,1,120.05,120.05,84.57
528,215,326,3,50.2,150.6,84.39
529,216,239,1,113.74,113.74,62.79
530,216,607,1,145.87,145.87,89.6
531,216,252,1,172.37,172.37,106.18
532,217,296,1,68.78999999999999,68.79,50.86
533,217,301,1,174.62,174.62,124.56
534,217,952,3,137.20999999999998,411.63,249.96
535,217,868,1,152.78,152.78,87.79
536,218,126,1,89.63,89.63,61.54
537,219,16,1,118.46,118.46,60.72
538,219,281,1,98.86,98.86,60.97
539,220,421,1,91.75999999999999,91.76,62.0
540,220,177,1,117.18,117.18,86.9
541,221,951,1,83.86,83.86,52.35
542,222,785,1,107.4,107.4,69.55
543,223,840,1,111.24,111.24,72.09
544,223,634,1,167.99,167.99,85.48
545,223,887,1,204.18,204.18,111.63
546,224,464,1,98.69,98.69,59.63
547,225,932,2,183.64,367.28,244.38
548,226,687,1,205.09,205.09,124.17
549,226,548,1,135.18,135.18,73.75
550,226,643,1,91.69,91.69,65.69
551,226,837,1,172.63,172.63,96.66
552,226,261,1,93.1,93.1,53.59
553,227,346,1,115.85,115.85,78.98
554,227,803,1,134.18,134.18,91.6
555,227,594,1,118.83,118.83,87.43
556,228,912,2,131.91,263.82,171.9
557,228,394,1,108.93,108.93,67.0
558,228,978,1,115.58,115.58,88.86
559,229,438,1,67.87,67.87,40.58
560,230,420,1,90.28999999999999,90.29,59.53
561,230,997,3,172.57,517.71,359.82
562,230,782,1,62.82,62.82,49.89
563,231,234,1,289.28,289.28,155.49
564,232,289,1,162.5,162.5,89.4
565,233,553,1,84.73,84.73,64.84
566,233,194,1,142.93,142.93,97.59
567,234,233,1,76.7,76.7,44.16
568,235,630,1,108.28,108.28,80.58
569,236,901,1,103.7,103.7,54.77
570,237,797,1,59.51,59.51,44.74
571,237,789,1,91.09,91.09,55.41
572,238,665,1,75.03,75.03,47.32
573,238,812,1,169.85,169.85,134.47
574,239,589,1,95.62,95.62,60.57
575,239,722,1,132.57999999999998,132.58,71.02
576,239,204,1,41.72,41.72,23.2
577,240,191,1,98.45,98.45,58.41
578,240,353,1,86.21000000000001,86.21,53.7
579,240,376,1,84.8,84.8,64.57
580,241,1000,1,33.61,33.61,16.84
581,241,165,1,115.53,115.53,84.42
582,242,698,1,54.42,54.42,29.42
583,242,145,1,124.96,124.96,69.66
584,243,997,1,172.57,172.57,119.94
585,243,188,1,141.44,141.44,94.28
586,243,865,1,127.92,127.92,97.16
587,243,903,1,164.26999999999998,164.27,101.83
588,244,667,1,107.1,107.1,59.2
589,245,262,1,53.23,53.23,36.78
590,245,785,1,107.4,107.4,69.55
591,245,48,1,107.4,107.4,68.59
592,246,872,1,149.2,149.2,81.81
593,246,395,2,73.02,146.04,90.54
594,247,946,1,89.08,89.08,64.27
595,247,147,1,112.26,112.26,64.17
596,247,719,1,164.28,164.28,95.35
597,248,28,1,180.45,180.45,102.8
598,248,105,1,106.14,106.14,59.13
599,248,750,1,59.83,59.83,40.99
600,248,637,1,163.3,163.3,100.98
601,248,81,2,72.81,145.62,88.68
602,248,315,1,140.42000000000002,140.42,98.01
603,248,321,1,156.18,156.18,118.53
604,248,184,1,143.98,143.98,95.57
605,249,761,1,182.83,182.83,144.21
606,249,894,2,54.29,108.58,66.58
607,249,860,1,73.99000000000001,73.99,52.06
608,250,36,1,101.78,101.78,61.43
609,250,589,1,95.62,95.62,60.57
610,250,236,1,108.52,108.52,54.61
611,251,206,1,96.6,96.6,71.36
612,251,514,1,89.50999999999999,89.51,68.32
613,251,99,2,79.77000000000001,159.54,92.94
614,252,793,1,68.66,68.66,46.2
615,252,647,1,210.15,210.15,159.68
616,252,979,1,122.62,122.62,86.41
617,253,399,1,155.45,155.45,110.47
618,253,626,1,198.07,198.07,118.67
619,254,344,1,52.870000000000005,52.87,36.68
620,254,796,1,110.95,110.95,87.02
621,255,657,1,108.85,108.85,65.62
622,255,393,1,119.02,119.02,88.53
623,256,872,1,149.2,149.2,81.81
624,256,485,1,138.9,138.9,74.67
625,256,684,1,159.99,159.99,123.93
626,256,256,1,90.63,90.63,57.28
627,257,801,1,173.4,173.4,122.72
628,258,408,1,69.83,69.83,55.28
629,258,304,1,115.83,115.83,83.59
630,259,160,2,123.83,247.66,172.84
631,259,605,1,100.82,100.82,72.47
632,259,502,1,160.24,160.24,107.89
633,259,973,1,54.46,54.46,27.8
634,260,362,1,93.9,93.9,71.78
635,260,283,1,133.57999999999998,133.58,93.31
636,260,221,1,141.71,141.71,72.28
637,260,64,1,167.51999999999998,167.52,127.54
638,261,973,1,54.46,54.46,27.8
639,261,521,1,128.91,128.91,81.02
640,262,243,1,140.79000000000002,140.79,80.95
641,262,701,1,83.41,83.41,45.78
642,263,89,1,63.15,63.15,42.97
643,264,370,1,92.57,92.57,47.47
644,265,156,1,107.03999999999999,107.04,73.05
645,265,259,1,173.02,173.02,115.5
646,265,268,1,222.92,222.92,169.41
647,266,295,1,76.32,76.32,44.67
648,266,773,1,83.2,83.2,53.82
649,266,145,1,124.96,124.96,69.66
650,267,392,1,95.38,95.38,52.35
651,267,690,1,149.05,149.05,100.5
652,267,402,1,136.51,136.51,101.48
653,268,761,1,182.83,182.83,144.21
654,269,256,2,90.63,181.26,114.56
655,270,26,1,58.7,58.7,44.87
656,270,615,1,108.76,108.76,79.28
657,270,271,1,171.37,171.37,89.03
658,271,62,1,139.13,139.13,72.16
659,271,446,1,122.96,122.96,82.81
660,271,364,1,102.85,102.85,64.88
661,272,824,1,101.45,101.45,54.1
662,272,971,1,160.29000000000002,160.29,88.42
663,272,597,1,55.92,55.92,40.95
664,273,977,1,89.46,89.46,60.31
665,273,262,1,53.23,53.23,36.78
666,274,62,1,139.13,139.13,72.16
667,274,594,1,118.83,118.83,87.43
668,274,342,1,165.21,165.21,121.73
669,274,332,1,63.13,63.13,50.25
670,275,658,1,141.81,141.81,84.75
671,275,34,1,107.9,107.9,74.19
672,275,829,1,71.64,71.64,55.24
673,275,56,1,80.19,80.19,44.64
674,275,867,1,177.9,177.9,134.49
675,275,142,1,94.28999999999999,94.29,65.14
676,275,511,1,60.17,60.17,30.12
677,276,617,1,118.47,118.47,81.74
678,276,703,1,56.08,56.08,38.91
